source_json,input_image,image_index,product_index,old_reference,gpt5_reference,reference_applied,size_csv,size_gpt5,price_csv,price_gpt5,confidence_reference,alignment_score,accepted,evidence,warnings
PHOTO-2026-06-08-16-22-57.json,input_images\PHOTO-2026-06-08-16-22-57.jpg,1,1,,2835,2835,,,,230 dh,0.98,100.0,Oui,"Étiquette rouge en haut à droite : ""2835"" au-dessus de ""230 dh"".",[]
PHOTO-2026-06-08-16-22-58 2.json,input_images\PHOTO-2026-06-08-16-22-58 2.jpg,1,1,,2442,2442,,,17.0,170 dh,0.99,100.0,Oui,Étiquette rouge en haut indiquant « 2442 » au-dessus de « 170 dh ».,[]
PHOTO-2026-06-08-16-22-58 3.json,input_images\PHOTO-2026-06-08-16-22-58 3.jpg,1,1,,2858,2858,,,110.0,110 dh,0.97,100.0,Oui,"Étiquette rouge en haut à gauche : ""2858"" au-dessus de ""110 dh"".",[]
PHOTO-2026-06-08-16-22-58.json,input_images\PHOTO-2026-06-08-16-22-58.jpg,1,,,2443,2443,,,,165 dh,0.98,100.0,Oui,Étiquette rouge en haut : « 2443 165 dh »,[]
PHOTO-2026-06-08-16-22-59 2.json,input_images\PHOTO-2026-06-08-16-22-59 2.jpg,1,1,,7302,7302,,,15.0,15 dh,0.98,100.0,Oui,"étiquette rouge en haut à gauche: ""7302 15 dh""",[]
PHOTO-2026-06-08-16-23-00 2.json,input_images\PHOTO-2026-06-08-16-23-00 2.jpg,1,1,,7295/96,7295/96,,,85.0,85 dh,0.98,100.0,Oui,Encadré rouge en haut à droite,"[""Aucune taille lisible. Deux objets visibles mais une seule référence/prix indiqués.""]"
PHOTO-2026-06-08-16-23-00 2.json,input_images\PHOTO-2026-06-08-16-23-00 2.jpg,1,2,,,,,,85.0,,,,Non,,"[""Aucune taille lisible. Deux objets visibles mais une seule référence/prix indiqués."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-00 5.json,input_images\PHOTO-2026-06-08-16-23-00 5.jpg,1,2,,3414,3414,,,,190 dh,0.99,20.0,Oui,"Étiquette rouge en haut à droite : ""3414 190 dh""",[]
PHOTO-2026-06-08-16-23-00 5.json,input_images\PHOTO-2026-06-08-16-23-00 5.jpg,1,3,,,,,,,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-00 6.json,input_images\PHOTO-2026-06-08-16-23-00 6.jpg,1,1,,3415,3415,,,170.0,170 dh,0.98,100.0,Oui,Étiquette rouge en haut à droite affichant « 3415 » au-dessus de « 170 dh ».,"[""Aucune taille lisible sur l’image.""]"
PHOTO-2026-06-08-16-23-00 7.json,input_images\PHOTO-2026-06-08-16-23-00 7.jpg,1,1,,3417,3417,,,85.0,85 dh,0.99,100.0,Oui,"Étiquette rouge en haut à droite : ""3417"" au-dessus de ""85 dh""","[""Aucune taille lisible sur l'image.""]"
PHOTO-2026-06-08-16-23-01 4.json,input_images\PHOTO-2026-06-08-16-23-01 4.jpg,1,3,3333,3331/32/33,3331/32/33,,"5""x7"" (13x18cm)",11.0,110dh.,0.97,20.0,Oui,"Étiquette rouge: ""3331/32/33 110dh.""; taille sur le cadre droit 5""x7"" (13x18cm)","[""Une seule étiquette de prix \""110dh.\"" couvre les trois variantes ; prix supposé identique pour chaque taille."", ""La référence est groupée sous la forme \""3331/32/33\"" sans correspondance taille↔réf. spécifique visible.""]"
PHOTO-2026-06-08-16-23-01 4.json,input_images\PHOTO-2026-06-08-16-23-01 4.jpg,1,2,3332,3331/32/33,3331/32/33,,"6""x8"" (15x20cm)",11.0,110dh.,0.97,20.0,Oui,"Étiquette rouge: ""3331/32/33 110dh.""; taille visible sur le cadre gauche 6""x8"" (15x20cm)","[""Une seule étiquette de prix \""110dh.\"" couvre les trois variantes ; prix supposé identique pour chaque taille."", ""La référence est groupée sous la forme \""3331/32/33\"" sans correspondance taille↔réf. spécifique visible.""]"
PHOTO-2026-06-08-16-23-01.json,input_images\PHOTO-2026-06-08-16-23-01.jpg,1,1,,3418,3418,,,85.0,85 dh,0.99,100.0,Oui,Badge rouge en haut à droite '3418 85 dh'.,"[""Aucune taille lisible sur l'image.""]"
PHOTO-2026-06-08-16-23-02 2.json,input_images\PHOTO-2026-06-08-16-23-02 2.jpg,1,1,,3325/26/27,3325/26/27,,,165.0,165 dh,0.98,100.0,Oui,Étiquette rouge en haut : « 3325/26/27 165 dh »,"[""Les petites inscriptions de taille sur les photos des cadres sont trop floues/illisibles."", ""Aucune autre référence lisible sur l’image.""]"
PHOTO-2026-06-08-16-23-02 2.json,input_images\PHOTO-2026-06-08-16-23-02 2.jpg,1,2,,,,,,165.0,,,,Non,,"[""Les petites inscriptions de taille sur les photos des cadres sont trop floues/illisibles."", ""Aucune autre référence lisible sur l’image."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-02 2.json,input_images\PHOTO-2026-06-08-16-23-02 2.jpg,1,3,,,,,,165.0,,,,Non,,"[""Les petites inscriptions de taille sur les photos des cadres sont trop floues/illisibles."", ""Aucune autre référence lisible sur l’image."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-02 3.json,input_images\PHOTO-2026-06-08-16-23-02 3.jpg,1,1,,3030,3030,,,195.0,195 dh,0.95,100.0,Oui,Étiquette rouge en haut à droite : « 3030 195 dh »,"[""Deux vases de tailles différentes visibles, mais aucune taille n’est indiquée."", ""Aucune autre référence lisible sur l’image.""]"
PHOTO-2026-06-08-16-23-02 4.json,input_images\PHOTO-2026-06-08-16-23-02 4.jpg,1,1,,3023,3023,,,19.5,195 dh,0.97,100.0,Oui,Étiquette rouge en haut à droite : « 3023 » au-dessus de « 195 dh »,"[""Plusieurs objets visibles, mais une seule référence/prix affichés. Aucune taille lisible.""]"
PHOTO-2026-06-08-16-23-02.json,input_images\PHOTO-2026-06-08-16-23-02.jpg,1,1,,3325/26/27,3325/26/27,large,,165.0,165 dh,0.96,100.0,Oui,Étiquette rouge en haut : «3325/26/27 165 dh»,"[""Tailles non lisibles sur les cadres ; aucune dimension explicite visible."", ""L’étiquette semble regrouper plusieurs variantes ; seules les données clairement visibles ont été extraites.""]"
PHOTO-2026-06-08-16-23-03 3.json,input_images\PHOTO-2026-06-08-16-23-03 3.jpg,1,1,,8137,8137,,,120.0,120 dh,0.98,100.0,Oui,Encadré rouge en haut à droite indiquant « 8137 » au-dessus de « 120 dh ».,"[""Aucune taille visible."", ""Le logo/marque en haut à gauche est ignoré conformément aux règles.""]"
PHOTO-2026-06-08-16-23-03 3.json,input_images\PHOTO-2026-06-08-16-23-03 3.jpg,1,2,,,,,,60.0,,,,Non,,"[""Aucune taille visible."", ""Le logo/marque en haut à gauche est ignoré conformément aux règles."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-03 3.json,input_images\PHOTO-2026-06-08-16-23-03 3.jpg,1,3,,,,,,40.0,,,,Non,,"[""Aucune taille visible."", ""Le logo/marque en haut à gauche est ignoré conformément aux règles."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-03 3.json,input_images\PHOTO-2026-06-08-16-23-03 3.jpg,1,4,,,,,,35.0,,,,Non,,"[""Aucune taille visible."", ""Le logo/marque en haut à gauche est ignoré conformément aux règles."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-03 3.json,input_images\PHOTO-2026-06-08-16-23-03 3.jpg,1,5,,,,,,25.0,,,,Non,,"[""Aucune taille visible."", ""Le logo/marque en haut à gauche est ignoré conformément aux règles."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-03 4.json,input_images\PHOTO-2026-06-08-16-23-03 4.jpg,1,1,,8137,8137,,,120.0,120 dh,0.98,100.0,Oui,Sticker rouge en haut à droite : “8137” au-dessus de “120 dh”.,[]
PHOTO-2026-06-08-16-23-03 4.json,input_images\PHOTO-2026-06-08-16-23-03 4.jpg,1,2,,,,,,120.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-04 3.json,input_images\PHOTO-2026-06-08-16-23-04 3.jpg,1,1,,8101,8101,,,110.0,110 dh,0.99,100.0,Oui,Encadré rouge en haut à droite : '8101' au-dessus de '110 dh',"[""Taille non indiquée dans l'image.""]"
PHOTO-2026-06-08-16-23-04.json,input_images\PHOTO-2026-06-08-16-23-04.jpg,1,1,,8137,8137,,,120.0,120 dh,0.98,100.0,Oui,Encadré rouge en haut à droite affichant '8137 120 dh'.,[]
PHOTO-2026-06-08-16-23-05 2.json,input_images\PHOTO-2026-06-08-16-23-05 2.jpg,1,1,,8103,8103,,,110.0,110 dh,0.98,100.0,Oui,Encadré rouge en haut à droite : '8103 110 dh',[]
PHOTO-2026-06-08-16-23-05 3.json,input_images\PHOTO-2026-06-08-16-23-05 3.jpg,1,1,,8104,8104,,15x20cm,50.0,50 dh,0.98,100.0,Oui,Étiquette rouge en haut à droite: '8104',[]
PHOTO-2026-06-08-16-23-05 4.json,input_images\PHOTO-2026-06-08-16-23-05 4.jpg,1,1,,8105,8105,,15x20cm,50.0,50 dh,0.95,100.0,Oui,encadré rouge en haut à droite,"[""Logo 'RIM Cristal' et texte de marque 'SQUARE CENTER' ignorés (non-références).""]"
PHOTO-2026-06-08-16-23-05.json,input_images\PHOTO-2026-06-08-16-23-05.jpg,1,1,,8102,8102,,,110.0,110 dh,0.99,100.0,Oui,Encart rouge en haut à droite «8102 110 dh»,[]
PHOTO-2026-06-08-16-23-06 2.json,input_images\PHOTO-2026-06-08-16-23-06 2.jpg,1,1,,8131/3-1-2-3,8131/3-1-2-3,,,110.0,110 dh,0.93,100.0,Oui,étiquette rouge en haut à droite,"[""Des indications de tailles apparaissent sur les cadres (ex. 4x6, 5x7, 8x10) mais elles ne constituent pas des références; aucune association certaine à la référence n’est lisible.""]"
PHOTO-2026-06-08-16-23-06 2.json,input_images\PHOTO-2026-06-08-16-23-06 2.jpg,1,2,,,,,,0.0,,,,Non,,"[""Des indications de tailles apparaissent sur les cadres (ex. 4x6, 5x7, 8x10) mais elles ne constituent pas des références; aucune association certaine à la référence n’est lisible."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-06 3.json,input_images\PHOTO-2026-06-08-16-23-06 3.jpg,1,1,,2128/3-1-2-3,2128/3-1-2-3,30x40 cm,,110.0,110 dh,0.96,100.0,Oui,Étiquette rouge en haut à droite,"[""Tailles mentionnées sur les papiers des cadres illisibles dans l’image ; non associées.""]"
PHOTO-2026-06-08-16-23-06 3.json,input_images\PHOTO-2026-06-08-16-23-06 3.jpg,1,2,,,,20x30 cm,,85.0,,,,Non,,"[""Tailles mentionnées sur les papiers des cadres illisibles dans l’image ; non associées."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-06 3.json,input_images\PHOTO-2026-06-08-16-23-06 3.jpg,1,3,,,,15x20 cm,,60.0,,,,Non,,"[""Tailles mentionnées sur les papiers des cadres illisibles dans l’image ; non associées."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-06.json,input_images\PHOTO-2026-06-08-16-23-06.jpg,1,1,1520cm,8106,8106,,15x20cm,50.0,50 dh,0.99,100.0,Oui,encart rouge en haut à droite « 8106 50 dh »,"[""Une pastille verte sur le cadre semble afficher un code mais il est illisible ; non pris en compte.""]"
PHOTO-2026-06-08-16-23-07 2.json,input_images\PHOTO-2026-06-08-16-23-07 2.jpg,1,1,,3138,3138,,,120.0,120 dh,0.98,100.0,Oui,Étiquette rouge en haut à droite : '3138' au-dessus de '120 dh'.,[]
PHOTO-2026-06-08-16-23-07 3.json,input_images\PHOTO-2026-06-08-16-23-07 3.jpg,1,1,,8138,8138,,,120.0,120 dh,0.97,100.0,Oui,Encart rouge en haut à droite : '8138 120 dh',[]
PHOTO-2026-06-08-16-23-07 3.json,input_images\PHOTO-2026-06-08-16-23-07 3.jpg,1,2,,,,,,,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-07 3.json,input_images\PHOTO-2026-06-08-16-23-07 3.jpg,1,3,,,,,,,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-07 3.json,input_images\PHOTO-2026-06-08-16-23-07 3.jpg,1,4,,,,,,,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-07 3.json,input_images\PHOTO-2026-06-08-16-23-07 3.jpg,1,5,,,,,,,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-07 5.json,input_images\PHOTO-2026-06-08-16-23-07 5.jpg,1,1,,8142,8142,,,95.0,95 dh,0.98,100.0,Oui,Encadré rouge en haut à droite : 8142 au-dessus de 95 dh.,"[""Logo 'RIM Cristal' ignoré (pas une référence)."", ""Aucune taille visible.""]"
PHOTO-2026-06-08-16-23-07 6.json,input_images\PHOTO-2026-06-08-16-23-07 6.jpg,1,1,,8140,8140,,,95.0,95 dh,0.98,100.0,Oui,"Étiquette rouge en haut à droite : ""8140 95 dh""",[]
PHOTO-2026-06-08-16-23-07 6.json,input_images\PHOTO-2026-06-08-16-23-07 6.jpg,1,2,,,,,,95.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-07 6.json,input_images\PHOTO-2026-06-08-16-23-07 6.jpg,1,3,,,,,,95.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-07 6.json,input_images\PHOTO-2026-06-08-16-23-07 6.jpg,1,4,,,,,,95.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-08 2.json,input_images\PHOTO-2026-06-08-16-23-08 2.jpg,1,1,,8344,8344,,,240.0,240 dh,0.99,100.0,Oui,"Encadré rouge en haut à droite : ""8344 240 dh""",[]
PHOTO-2026-06-08-16-23-08 2.json,input_images\PHOTO-2026-06-08-16-23-08 2.jpg,1,2,,,,,,,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-08 2.json,input_images\PHOTO-2026-06-08-16-23-08 2.jpg,1,3,,,,,,,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-23-08 3.json,input_images\PHOTO-2026-06-08-16-23-08 3.jpg,1,1,,8059/2-1-2,8059/2-1-2,,,170.0,170 dh,0.98,100.0,Oui,Bannière rouge en haut à droite : “8059/2-1-2” et “170 dh”,"[""Deux vases visibles mais une seule référence et un seul prix indiqués. Aucune taille lisible.""]"
PHOTO-2026-06-08-16-23-09 2.json,input_images\PHOTO-2026-06-08-16-23-09 2.jpg,1,1,,2733,2733,,,190.0,190 dh,0.98,100.0,Oui,Encadré rouge en haut à droite avec '2733' au-dessus de '190 dh'.,[]
PHOTO-2026-06-08-16-23-09 5.json,input_images\PHOTO-2026-06-08-16-23-09 5.jpg,1,1,,2730,2730,,,,145 dh,0.9,100.0,Oui,Étiquette rouge en haut à droite : «2730» au-dessus de «145 dh»,[]
PHOTO-2026-06-08-16-23-10 2.json,input_images\PHOTO-2026-06-08-16-23-10 2.jpg,1,1,,2868,2868,,,8.5,85 dh,0.97,100.0,Oui,Encadré rouge en haut à droite : 2868 / 85 dh,"[""Aucune taille lisible sur l’image.""]"
PHOTO-2026-06-08-16-23-10 3.json,input_images\PHOTO-2026-06-08-16-23-10 3.jpg,1,1,,2867,2867,,,80.0,80 dh,0.99,100.0,Oui,vignette rouge en haut à droite indiquant '2867 80 dh',[]
PHOTO-2026-06-08-16-23-10 5.json,input_images\PHOTO-2026-06-08-16-23-10 5.jpg,1,,,2643,2643,,,,170 dh,0.98,100.0,Oui,Étiquette rouge en haut à droite : '2643' au-dessus de '170 dh',[]
PHOTO-2026-06-08-16-25-46 2.json,input_images\PHOTO-2026-06-08-16-25-46 2.jpg,1,2,,7450/51/52,7450/51/52,,,,850 dh,0.98,100.0,Oui,encadré rouge en haut à droite,"[""Plusieurs tailles visibles sur la photo mais aucune taille indiquée; la référence est groupée '7450/51/52'.""]"
PHOTO-2026-06-08-16-25-46 3.json,input_images\PHOTO-2026-06-08-16-25-46 3.jpg,1,1,,7415/16/17,7415/16/17,,,1200.0,1200 dh,0.99,100.0,Oui,"Encart rouge en haut à droite : ""7415/16/17 1200 dh""","[""Plusieurs pièces visibles mais tailles non précisées ; un seul bloc référence/prix lisible.""]"
PHOTO-2026-06-08-16-25-46.json,input_images\PHOTO-2026-06-08-16-25-46.jpg,1,1,,2615/3-1-2-3,2615/3-1-2-3,,,480.0,480 dh,0.95,100.0,Oui,étiquette rouge en haut de l’image,[]
PHOTO-2026-06-08-16-25-47 2.json,input_images\PHOTO-2026-06-08-16-25-47 2.jpg,1,1,,7427/28/29,7427/28/29,,,,650 dh,0.96,20.0,Oui,Étiquette rouge en haut à droite,"[""Le libellé semble regrouper plusieurs variantes; tailles non indiquées sur l’image.""]"
PHOTO-2026-06-08-16-25-47 2.json,input_images\PHOTO-2026-06-08-16-25-47 2.jpg,1,2,,,,,,,,,,Non,,"[""Le libellé semble regrouper plusieurs variantes; tailles non indiquées sur l’image."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-25-47 2.json,input_images\PHOTO-2026-06-08-16-25-47 2.jpg,1,3,,,,,,,,,,Non,,"[""Le libellé semble regrouper plusieurs variantes; tailles non indiquées sur l’image."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-25-47 3.json,input_images\PHOTO-2026-06-08-16-25-47 3.jpg,1,1,,7461/62,7461/62,,,850.0,850 dh,0.99,100.0,Oui,étiquette rouge en haut à droite,"[""Deux objets visibles mais une seule étiquette donne référence et prix. Aucune taille lisible.""]"
PHOTO-2026-06-08-16-25-47 3.json,input_images\PHOTO-2026-06-08-16-25-47 3.jpg,1,2,,,,,,,,,,Non,,"[""Deux objets visibles mais une seule étiquette donne référence et prix. Aucune taille lisible."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-25-47.json,input_images\PHOTO-2026-06-08-16-25-47.jpg,1,2,7443/45,7443/44/45,7443/44/45,,,750.0,750 dh.,0.98,100.0,Oui,Étiquette rouge en haut à droite « 7443/44/45 750 dh. »,"[""Tailles non indiquées; plusieurs contenants de tailles différentes visibles."", ""La référence est groupée « 7443/44/45 » telle qu’affichée; peut couvrir plusieurs variantes.""]"
PHOTO-2026-06-08-16-25-48 2.json,input_images\PHOTO-2026-06-08-16-25-48 2.jpg,1,1,,7453,7453,,,4.5,450 dh,0.98,20.0,Oui,"étiquette rouge en haut à droite : ""7453 450 dh""",[]
PHOTO-2026-06-08-16-25-48 2.json,input_images\PHOTO-2026-06-08-16-25-48 2.jpg,1,2,,,,,,6.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-25-48 2.json,input_images\PHOTO-2026-06-08-16-25-48 2.jpg,1,3,,,,,,3.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-25-48 3.json,input_images\PHOTO-2026-06-08-16-25-48 3.jpg,1,1,,7432,7432,,,850.0,850 dh,0.96,100.0,Oui,"étiquette rouge en haut à droite : ""7432"" au-dessus de ""850 dh""","[""Trois contenants de tailles différentes visibles mais aucune taille écrite."", ""Une seule étiquette de prix/référence visible ; correspondance exacte avec chaque variante non précisée.""]"
PHOTO-2026-06-08-16-25-48 3.json,input_images\PHOTO-2026-06-08-16-25-48 3.jpg,1,2,,,,,,7432.0,,,,Non,,"[""Trois contenants de tailles différentes visibles mais aucune taille écrite."", ""Une seule étiquette de prix/référence visible ; correspondance exacte avec chaque variante non précisée."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-25-48 3.json,input_images\PHOTO-2026-06-08-16-25-48 3.jpg,1,3,,,,,,,,,,Non,,"[""Trois contenants de tailles différentes visibles mais aucune taille écrite."", ""Une seule étiquette de prix/référence visible ; correspondance exacte avec chaque variante non précisée."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-25-48 4.json,input_images\PHOTO-2026-06-08-16-25-48 4.jpg,1,1,,3405/06/07,3405/06/07,,18 pièces,,750 dh,0.98,100.0,Oui,Étiquette rouge en haut à droite : '3405/06/07 18 pièces 750 dh',[]
PHOTO-2026-06-08-16-25-48.json,input_images\PHOTO-2026-06-08-16-25-48.jpg,1,2,7426,7425/26,7425/26,,,450.0,450 dh,0.98,100.0,Oui,Étiquette rouge en haut à droite,"[""Deux bocaux visibles mais une seule référence/prix ; taille non indiquée.""]"
PHOTO-2026-06-08-16-25-49 2.json,input_images\PHOTO-2026-06-08-16-25-49 2.jpg,1,1,,3102/03/04,3102/03/04,,,,580 dh.,0.95,20.0,Oui,Étiquette rouge en haut à droite,"[""Plusieurs objets de tailles différentes sont visibles mais aucune taille n’est lisible."", ""La chaîne « 3102/03/04 » peut regrouper plusieurs variantes; l’image ne précise pas la correspondance par taille.""]"
PHOTO-2026-06-08-16-25-49 2.json,input_images\PHOTO-2026-06-08-16-25-49 2.jpg,1,2,,,,,,,,,,Non,,"[""Plusieurs objets de tailles différentes sont visibles mais aucune taille n’est lisible."", ""La chaîne « 3102/03/04 » peut regrouper plusieurs variantes; l’image ne précise pas la correspondance par taille."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-25-49 2.json,input_images\PHOTO-2026-06-08-16-25-49 2.jpg,1,3,,,,,,,,,,Non,,"[""Plusieurs objets de tailles différentes sont visibles mais aucune taille n’est lisible."", ""La chaîne « 3102/03/04 » peut regrouper plusieurs variantes; l’image ne précise pas la correspondance par taille."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-25-49 3.json,input_images\PHOTO-2026-06-08-16-25-49 3.jpg,1,1,,3202/03/04,3202/03/04,,,580.0,580 dh.,0.96,100.0,Oui,étiquette rouge en haut : « 3202/03/04 580 dh. »,"[""Plusieurs objets visibles mais une seule référence affichée."", ""Aucune taille lisible sur l’image.""]"
PHOTO-2026-06-08-16-25-49 3.json,input_images\PHOTO-2026-06-08-16-25-49 3.jpg,1,2,,,,,,580.0,,,,Non,,"[""Plusieurs objets visibles mais une seule référence affichée."", ""Aucune taille lisible sur l’image."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-25-49 3.json,input_images\PHOTO-2026-06-08-16-25-49 3.jpg,1,3,,,,,,580.0,,,,Non,,"[""Plusieurs objets visibles mais une seule référence affichée."", ""Aucune taille lisible sur l’image."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-25-49.json,input_images\PHOTO-2026-06-08-16-25-49.jpg,1,1,,3405/06/07,3405/06/07,,18 pièces,0.0,750 dh.,0.98,100.0,Oui,étiquette rouge en haut à droite,[]
PHOTO-2026-06-08-16-25-50 2.json,input_images\PHOTO-2026-06-08-16-25-50 2.jpg,1,1,,flower 1,flower 1,,,,790 dh,0.7,100.0,Oui,Encadré violet/rose en haut à droite : 'flower 1' ; juste dessous '790 dh',"[""Aucune taille lisible."", ""Éventuels marquages sur la boîte trop petits/illisibles, ignorés.""]"
PHOTO-2026-06-08-16-25-50 3.json,input_images\PHOTO-2026-06-08-16-25-50 3.jpg,1,1,,flower 1,flower 1,,,790.0,790 dh,0.95,100.0,Oui,Encadré prix rose/orange en haut à droite,"[""Autres marquages sur l’étiquette du produit et sur la boîte en bas à droite illisibles.""]"
PHOTO-2026-06-08-16-25-50 4.json,input_images\PHOTO-2026-06-08-16-25-50 4.jpg,1,1,,flower 1,flower 1,,,790.0,790 dh,0.94,100.0,Oui,étiquette prix en haut à droite,[]
PHOTO-2026-06-08-16-25-50.json,input_images\PHOTO-2026-06-08-16-25-50.jpg,1,1,,,,,,,,0.1,20.0,Non,"Aucune réf. lisible (produit blanc/or, côté gauche)","[""Aucune référence commerciale, taille ou prix visibles ; seulement logos et mentions de marque.""]"
PHOTO-2026-06-08-16-25-51 2.json,input_images\PHOTO-2026-06-08-16-25-51 2.jpg,1,1,,flower 3,flower 3,,,790.0,790 dh,0.95,100.0,Oui,cartouche violet/rose en haut à droite,"[""Textes sur la boîte en bas à droite illisibles ; autres références potentielles non extraites.""]"
PHOTO-2026-06-08-16-25-51 3.json,input_images\PHOTO-2026-06-08-16-25-51 3.jpg,1,1,,flower 2,flower 2,,,790.0,790 dh,0.9,100.0,Oui,étiquette en haut à droite « flower 2 » avec prix « 790 dh »,"[""Autres textes sur la boîte trop petits/illisibles, aucune autre référence lisible.""]"
PHOTO-2026-06-08-16-25-51 4.json,input_images\PHOTO-2026-06-08-16-25-51 4.jpg,1,1,,flower 2,flower 2,,,790.0,790 dh,0.96,100.0,Oui,Encadré rose/violet en haut à droite avec le texte « flower 2 ».,"[""Aucune autre référence commerciale lisible sur l’image."", ""La taille n’est pas indiquée."", ""Texte sur la boîte en bas à droite trop petit/illisible.""]"
PHOTO-2026-06-08-16-25-51 5.json,input_images\PHOTO-2026-06-08-16-25-51 5.jpg,1,1,,flower 2,flower 2,,,790.0,790 dh,0.99,100.0,Oui,étiquette prix en haut à droite,[]
PHOTO-2026-06-08-16-25-51 5.json,input_images\PHOTO-2026-06-08-16-25-51 5.jpg,1,2,,,,,,,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-25-51.json,input_images\PHOTO-2026-06-08-16-25-51.jpg,1,1,,flower 3,flower 3,,,790.0,790 dh,0.93,100.0,Oui,Étiquette prix en haut à droite,[]
PHOTO-2026-06-08-16-25-52 2.json,input_images\PHOTO-2026-06-08-16-25-52 2.jpg,1,1,,flower 2,flower 2,,,790.0,790 dh,0.95,100.0,Oui,Cartouche prix en haut à droite indiquant « flower 2 ».,"[""Aucune taille lisible sur l’image."", ""Autres textes sur l’emballage trop petits/illisibles.""]"
PHOTO-2026-06-08-16-25-52 3.json,input_images\PHOTO-2026-06-08-16-25-52 3.jpg,1,1,,flower 2,flower 2,,,790.0,790 dh,0.94,100.0,Oui,Étiquette rose/orange en haut à droite,[]
PHOTO-2026-06-08-16-25-52.json,input_images\PHOTO-2026-06-08-16-25-52.jpg,1,1,,flower 2,flower 2,,,790.0,790 dh,0.96,100.0,Oui,"Encadré en haut à droite : ""flower 2"" au-dessus de ""790 dh"".","[""Aucune autre référence lisible sur la boîte en bas à droite.""]"
PHOTO-2026-06-08-16-25-53 2.json,input_images\PHOTO-2026-06-08-16-25-53 2.jpg,1,1,,flower 2,flower 2,,,790.0,790 dh,0.96,100.0,Oui,étiquette rose/orange en haut à droite avec le texte 'flower 2',[]
PHOTO-2026-06-08-16-25-53 3.json,input_images\PHOTO-2026-06-08-16-25-53 3.jpg,1,1,,Flower 1,Flower 1,,,790.0,790 dh,0.97,100.0,Oui,Encadré prix en haut à droite indiquant 'Flower 1' et '790 dh'.,"[""Aucune taille lisible sur l’image."", ""Les textes sur l’emballage en bas à droite ne fournissent pas de référence exploitable.""]"
