name,slug,reference,marque,rubrique,categorie,famille,description,url_image1,url_image2,url_image3,url_image4,url_image5,price,colors,stock,weight,badge,is_active,is_featured,is_new,is_bestseller,rating,reviews_count,category_slug,subcategory_slug,care_instructions,origin_country,collection_name,seo_title,seo_description,price_wholesale,wholesale_min_qty,is_available_on_site,has_color_variants,width_cm,depth_cm,height_cm
Table basse en bois design moderne,table-basse-en-bois-design-moderne-a186-6-8,A186/6_8,,Mobilier,Tables,Tables basses,"Table basse en bois aux lignes épurées et finition naturelle, idéale pour un salon contemporain marocain. Sa structure élégante la rend pratique pour accueillir des objets décoratifs ou des magazines, apportant une touche chaleureuse et moderne à votre espace de vie.",/uploads/products/a186-6-8-001.png,/uploads/products/a186-6-8-002.png,/uploads/products/a186-6-8-003.png,/uploads/products/a186-6-8-004.png,,1200.00,"[""Beige""]",10000,,,true,false,false,false,0,0,mobilier,tables-basses,,,,Table basse en bois design moderne,"Table basse en bois aux lignes épurées et finition naturelle, idéale pour un salon contemporain marocain. Sa structure élégante la rend pratique pour accueillir des objets décoratifs ou des magazines, apportant une touche chaleureuse et moderne à votre espace de vie.",0,1,true,false,,,
Lustre suspendu en verre blanc et finition dorée,lustre-suspendu-en-verre-blanc-et-finition-doree-y98-5,Y98/5,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustre,"Ce lustre suspendu contemporain se compose de plusieurs abat-jour cylindriques en verre blanc ornés de bandes dorées, créant un éclairage élégant et moderne. Son design sophistiqué apporte une touche de luxe à un séjour, une salle à manger ou une entrée. Facile à intégrer dans un intérieur marocain moderne ou classique, il diffuse une lumière chaleureuse et agréable. Ce luminaire s'harmonise parfaitement avec une décoration élégante, apportant une ambiance accueillante et raffinée à votre espace de vie.",/uploads/products/y98-5-001.png,/uploads/products/y98-5-002.png,/uploads/products/y98-5-003.png,/uploads/products/y98-5-004.png,,650.00,"[""Blanc"", ""Doré""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre suspendu en verre blanc et finition dorée,"Ce lustre suspendu contemporain se compose de plusieurs abat-jour cylindriques en verre blanc ornés de bandes dorées, créant un éclairage élégant et moderne. Son design sophistiqué apporte une touche de luxe à un séjour, une salle à manger ou une entrée. Facile à intégrer dans un intérieur marocain ",0,1,true,false,,,
Lustre Cristal Doré à Cerclage Circulaire,lustre-cristal-dore-a-cerclage-circulaire-l0126,L0126,,Luminaires > Luminaires suspendus > Lustres,Luminaires suspendus,,"Ce lustre moderne à structure dorée et éléments circulaires suspendus crée une ambiance élégante et sophistiquée. Son design contemporain apporte une touche de luxe à toute pièce intérieure, idéale pour le salon ou la salle à manger. La composition de cercles en métal doré, suspendus par des câbles fins, diffuse une lumière chaleureuse tout en décorant élégamment l’espace.",/uploads/products/l0126-001.png,/uploads/products/l0126-002.png,/uploads/products/l0126-003.png,/uploads/products/l0126-004.png,,1050.00,"[""Doré""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre Cristal Doré à Cerclage Circulaire,"Ce lustre moderne à structure dorée et éléments circulaires suspendus crée une ambiance élégante et sophistiquée. Son design contemporain apporte une touche de luxe à toute pièce intérieure, idéale pour le salon ou la salle à manger. La composition de cercles en métal doré, suspendus par des câbles ",0,1,true,false,,,
Lustre suspendu,lustre-suspendu-l012-6,L012/6,,Luminaires > Luminaires suspendus > Lustres,Luminaires suspendus,,"Ce lustre moderne à structure dorée et éléments circulaires suspendus crée une ambiance élégante et sophistiquée. Son design contemporain apporte une touche de luxe à toute pièce intérieure, idéale pour le salon ou la salle à manger. La composition de cercles en métal doré, suspendus par des câbles fins, diffuse une lumière chaleureuse tout en décorant élégamment l’espace.",,,,,,0.00,"[""Doré""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre suspendu,"Ce lustre moderne à structure dorée et éléments circulaires suspendus crée une ambiance élégante et sophistiquée. Son design contemporain apporte une touche de luxe à toute pièce intérieure, idéale pour le salon ou la salle à manger. La composition de cercles en métal doré, suspendus par des câbles ",0,1,false,false,,,
Lustre cristal doré à design contemporain,lustre-cristal-dore-a-design-contemporain-5663,5663,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre suspendu allie élégance et modernité grâce à sa structure en cristaux illuminés, parfait pour créer une ambiance sophistiquée dans un salon ou une salle à manger. Son design contemporain avec un éclairage diffus apporte une touche de luxe et de luminosité à votre intérieur marocain, idéal pour sublimer un espace de réception ou une pièce de vie. Facile à intégrer dans une décoration contemporaine ou glamour, ce lustre devient un point focal élégant et pratique.",/uploads/products/5663-001.png,/uploads/products/5663-002.png,/uploads/products/5663-003.jpg,/uploads/products/5663-004.jpg,,850.00,"[""Transparent"", ""Orange""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre cristal doré à design contemporain,"Ce lustre suspendu allie élégance et modernité grâce à sa structure en cristaux illuminés, parfait pour créer une ambiance sophistiquée dans un salon ou une salle à manger. Son design contemporain avec un éclairage diffus apporte une touche de luxe et de luminosité à votre intérieur marocain, idéal ",0,1,true,false,,,
Lampe suspension cristal doré,lampe-suspension-cristal-dore-l019-6,L019/6,,Luminaires,Lustres,,"Ce lustre suspendu élégante en cristal avec finition dorée arbore une structure moderne et sophistiquée, idéale pour apporter une touche de luxe et d’éclat à un salon, une salle à manger ou une entrée. Avec ses éléments en verre cristallin et accents dorés, cette suspension diffuse une lumière chaleureuse tout en décorant avec style. Son design contemporain en fait un choix parfait pour un intérieur marocain sophistiqué, créant une ambiance chaleureuse et accueillante.",,,,,,1050.00,"[""Transparent"", ""Doré""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lampe suspension cristal doré,"Ce lustre suspendu élégante en cristal avec finition dorée arbore une structure moderne et sophistiquée, idéale pour apporter une touche de luxe et d’éclat à un salon, une salle à manger ou une entrée. Avec ses éléments en verre cristallin et accents dorés, cette suspension diffuse une lumière chale",0,1,true,false,,,
Lustre suspendu à design moderne en finition dorée avec éléments lumineux en cylindre transparent,lustre-suspendu-a-design-moderne-en-finition-doree-avec-elements-lumineux-en-cylindre-transparent-y001-6,Y001/6,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustre moderne,"Ce lustre suspendu moderne possède une structure élégante en finition dorée et des éléments lumineux en forme de cylindres transparents avec des motifs scintillants. Il diffuse une lumière chaleureuse et sert d'élément décoratif dans un salon, une salle à manger ou une entrée sophistiquée. Son design contemporain s'intègre parfaitement dans un intérieur marocain recherché, apportant ambiance et style à l'espace de vie.",/uploads/products/y001-6-001.jpg,/uploads/products/y001-6-002.png,/uploads/products/y001-6-003.png,/uploads/products/y001-6-004.jpg,,580.00,"[""Jaune"", ""Transparent""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre suspendu à design moderne en finition dorée avec éléments lumineux en cylindre transparent,"Ce lustre suspendu moderne possède une structure élégante en finition dorée et des éléments lumineux en forme de cylindres transparents avec des motifs scintillants. Il diffuse une lumière chaleureuse et sert d'élément décoratif dans un salon, une salle à manger ou une entrée sophistiquée. Son desig",0,1,true,false,,,
Lustre en cristal moderne,lustre-en-cristal-moderne-l010-6,L010/6,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre suspendu orné de multiples pendentifs en cristal apportera une touche d'élégance et de luxe à votre intérieur. Son design moderne et sophistiqué diffuse une lumière chaleureuse, idéale pour illuminer un salon ou une salle à manger. Facile à intégrer dans un espace contemporain marocain, il devient un point focal qui sublime la décoration de votre pièce en créant une ambiance raffinée.",/uploads/products/l010-6-001.jpg,/uploads/products/l010-6-002.jpg,/uploads/products/l010-6-003.jpg,/uploads/products/l010-6-004.jpg,,1050.00,"[""Blanc"", ""Orange""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre en cristal moderne,"Ce lustre suspendu orné de multiples pendentifs en cristal apportera une touche d'élégance et de luxe à votre intérieur. Son design moderne et sophistiqué diffuse une lumière chaleureuse, idéale pour illuminer un salon ou une salle à manger. Facile à intégrer dans un espace contemporain marocain, il",0,1,true,false,,,
Lustre moderne,lustre-moderne-5584,5584,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre contemporain se compose de plusieurs éléments suspendus avec un design moderne et élégant. Il présente une structure en forme d'anneaux et de cascades lumineuses, idéale pour éclairer un salon ou une salle à manger avec style. Son apparence chic et sophistiquée apporte une ambiance chaleureuse et une touche de luxe à votre intérieur marocain.",/uploads/products/5584-001.png,/uploads/products/5584-002.jpg,/uploads/products/5584-003.jpg,/uploads/products/5584-004.jpg,,480.00,"[""Noir"", ""Blanc"", ""Orange""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre moderne,"Ce lustre contemporain se compose de plusieurs éléments suspendus avec un design moderne et élégant. Il présente une structure en forme d'anneaux et de cascades lumineuses, idéale pour éclairer un salon ou une salle à manger avec style. Son apparence chic et sophistiquée apporte une ambiance chaleur",0,1,true,false,,,
Luminaires > Luminaires suspendus > Lustres,luminaires-luminaires-suspendus-lustres-5585,5585,,Luminaires,Luminaires suspendus,Lustre contemporain,"Ce lustre suspendu moderne se caractérise par un design élégant avec une structure en forme d'anneau luminous entouré de lumières LED, créant un éclairage diffus et une ambiance contemporaine. Il est idéal pour illuminer un séjour, une salle à manger ou un espace de réception. Son esthétique épurée et sa finition sophistiquée en font une pièce centrale raffinement dans un intérieur marocain chic ou moderne.",/uploads/products/5585-001.jpg,/uploads/products/5585-002.jpg,/uploads/products/5585-003.jpg,/uploads/products/5585-004.jpg,,480.00,"[""Blanc""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Luminaires > Luminaires suspendus > Lustres,"Ce lustre suspendu moderne se caractérise par un design élégant avec une structure en forme d'anneau luminous entouré de lumières LED, créant un éclairage diffus et une ambiance contemporaine. Il est idéal pour illuminer un séjour, une salle à manger ou un espace de réception. Son esthétique épurée ",0,1,true,false,,,
Lustre suspendu design moderne en blanc et doré,lustre-suspendu-design-moderne-en-blanc-et-dore-k79,k79,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce luminaire suspensif allie design contemporain et finition élégante avec ses formes géométriques arrondies en blanc brillant et la touche dorée de sa barre centrale. Idéal pour moderniser un espace de vie ou une salle à manger, cette suspension diffuse une lumière douce tout en apportant une touche décorative sophistiquée. Parfait pour un intérieur tendance, il crée une ambiance chaleureuse et raffinée dans les espaces modernes ou chic du marché marocain.",/uploads/products/k79-001.png,/uploads/products/k79-002.png,/uploads/products/k79-003.png,/uploads/products/k79-004.jpg,,480.00,"[""Blanc"", ""Doré""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre suspendu design moderne en blanc et doré,"Ce luminaire suspensif allie design contemporain et finition élégante avec ses formes géométriques arrondies en blanc brillant et la touche dorée de sa barre centrale. Idéal pour moderniser un espace de vie ou une salle à manger, cette suspension diffuse une lumière douce tout en apportant une touch",0,1,true,false,,,
Suspension luminaire dorée design contemporain,suspension-luminaire-doree-design-contemporain-k29,k29,,Luminaires > Luminaires suspendus,Suspension,,"Suspension luminaire élégante avec une finition dorée et un design contemporain. Sa structure fine et son aspect sophistiqué en font un élément idéal pour apporter une touche de luxe dans un salon, une salle à manger ou un espace de réception. Sa lumière diffuse doucement, créant une ambiance chaleureuse et raffinée dans votre intérieur marocain, tout en valorisant la décoration de votre plafond.",/uploads/products/k29-001.jpg,/uploads/products/k29-002.png,/uploads/products/k29-003.jpg,/uploads/products/k29-004.jpg,,290.00,"[""Orange""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Suspension luminaire dorée design contemporain,"Suspension luminaire élégante avec une finition dorée et un design contemporain. Sa structure fine et son aspect sophistiqué en font un élément idéal pour apporter une touche de luxe dans un salon, une salle à manger ou un espace de réception. Sa lumière diffuse doucement, créant une ambiance chaleu",0,1,true,false,,,
Lustre suspendu décoratif en terrazzo,lustre-suspendu-decoratif-en-terrazzo-k35,k35,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre suspendu présente un design moderne avec un abat-jour en terrazzo aux teintes naturelles, apportant une touche élégante et chaleureuse à votre intérieur. Avec sa finition en terrazzo, il diffuse une lumière douce et design, idéal pour embellir un salon, une salle à manger ou une entrée. Sa structure harmonieuse et son style contemporain en font une pièce maîtresse qui allie fonctionnalité et décoration. Parfait pour un intérieur aux accents modernes ou naturels, ce luminaire crée une ambiance cosy et sophistiquée.",/uploads/products/k35-001.jpg,/uploads/products/k35-002.jpg,/uploads/products/k35-003.jpg,/uploads/products/k35-004.jpg,,480.00,"[""Beige"", ""Marron"", ""Gris""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre suspendu décoratif en terrazzo,"Ce lustre suspendu présente un design moderne avec un abat-jour en terrazzo aux teintes naturelles, apportant une touche élégante et chaleureuse à votre intérieur. Avec sa finition en terrazzo, il diffuse une lumière douce et design, idéal pour embellir un salon, une salle à manger ou une entrée. Sa",0,1,true,false,,,
Lustre moderne avec abat-jours en forme de dôme,lustre-moderne-avec-abat-jours-en-forme-de-dome-194,194,,Luminaires > Luminaires suspendus > Lustres,Luminaires suspendus,,"Lustre suspendu moderne avec plusieurs abat-jours en forme de dôme, doté d'une structure centrale en métal gris clair. Parfait pour éclairer et décorer un salon ou une salle à manger contemporaine, cet éclairage diffuse une lumière chaleureuse et apporte une touche élégante avec un design épuré. Son style minimaliste s'intègre harmonieusement dans des intérieurs modernes ou modernes classiques, créant une ambiance cosy et sophistiquée.",/uploads/products/194-001.jpg,/uploads/products/194-002.png,/uploads/products/194-003.png,/uploads/products/194-004.jpg,,48.00,"[""Gris""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre moderne avec abat-jours en forme de dôme,"Lustre suspendu moderne avec plusieurs abat-jours en forme de dôme, doté d'une structure centrale en métal gris clair. Parfait pour éclairer et décorer un salon ou une salle à manger contemporaine, cet éclairage diffuse une lumière chaleureuse et apporte une touche élégante avec un design épuré. Son",0,1,true,false,,,
Lustre suspendu doré contemporain,lustre-suspendu-dore-contemporain-d012,d012,,Luminaires,Luminaires suspendus,Lustres,"Ce lustre suspendu élégamment conçu présente un design contemporain avec des éléments dorés qui apportent une touche de luxe à votre espace intérieur. Avec une structure sophistiquée et une diffusion lumineuse agréable, il idéal pour éclairer et décorer un salon, une salle à manger ou une entrée. Sa finition raffinée se marie parfaitement avec un intérieur moderne ou sophistiqué, créant une ambiance chaleureuse et élégante.",/uploads/products/d012-001.png,/uploads/products/d012-002.png,/uploads/products/d012-003.jpg,/uploads/products/d012-004.jpg,,550.00,"[""Doré""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre suspendu doré contemporain,"Ce lustre suspendu élégamment conçu présente un design contemporain avec des éléments dorés qui apportent une touche de luxe à votre espace intérieur. Avec une structure sophistiquée et une diffusion lumineuse agréable, il idéal pour éclairer et décorer un salon, une salle à manger ou une entrée. Sa",0,1,true,false,,,
Luminaire > Luminaires suspendus > Lampe pendante,luminaire-luminaires-suspendus-lampe-pendante-d-004,d 004,,Luminaires,Luminaires suspendus,Lampe design contemporaine,"Apportez une touche moderne et élégante à votre espace avec cette lampe pendante au design sophistiqué. Son installation suspendue ajoute une ambiance chaleureuse et lumineuse idéale pour le salon, la salle à manger ou une entrée. La combinaison de ses panneaux en métal noir et doré, avec une boule lumineuse centrale, crée un contraste chic et tendance, mettant en valeur un intérieur marocain contemporain ou moderne. Facile à intégrer dans différents styles de décoration, cette suspension apportera une atmosphère raffinée et moderne dans votre intérieur.",/uploads/products/d-004-001.jpg,/uploads/products/d-004-002.jpg,/uploads/products/d-004-003.jpg,/uploads/products/d-004-004.jpg,,390.00,"[""Noir"", ""Doré""]",10000,,,true,false,false,false,0,0,luminaires,,,,,Luminaire > Luminaires suspendus > Lampe pendante,"Apportez une touche moderne et élégante à votre espace avec cette lampe pendante au design sophistiqué. Son installation suspendue ajoute une ambiance chaleureuse et lumineuse idéale pour le salon, la salle à manger ou une entrée. La combinaison de ses panneaux en métal noir et doré, avec une boule ",0,1,true,false,,,
Applique murale design,applique-murale-design-d006,d006,,Luminaires > Appliques murales,Appliques murales,Lampes murales,"Applique murale élégante au style moderne avec finition brossée en noir et détails dorés, idéale pour embellir un espace de vie ou une chambre. Sa conception minimaliste et sophistiquée diffuse une lumière indirecte chaleureuse, créant une ambiance cosy et contemporaine. Parfaite pour le salon, la chambre ou un couloir, cette applique apporte une touche d'élégance tout en étant fonctionnelle.",/uploads/products/d006-001.png,/uploads/products/d006-002.png,/uploads/products/d006-003.jpg,/uploads/products/d006-004.jpg,,290.00,"[""Noir"", ""Doré""]",10000,,,true,false,false,false,0,0,luminaires,appliques-murales,,,,Applique murale design,"Applique murale élégante au style moderne avec finition brossée en noir et détails dorés, idéale pour embellir un espace de vie ou une chambre. Sa conception minimaliste et sophistiquée diffuse une lumière indirecte chaleureuse, créant une ambiance cosy et contemporaine. Parfaite pour le salon, la c",0,1,true,false,,,
Lustre suspendu en cristal vert,lustre-suspendu-en-cristal-vert-d-214,D 214,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre suspendu offre une touche de sophistication avec ses abat-jours en cristal teinté vert et sa finition dorée. Son design contemporain est idéal pour égayer un espace de vie ou une salle à manger, apportant une ambiance chaleureuse et élégante. Facile à installer, il se démarque par son style actuel et versatile, parfait pour des intérieurs modernes et sophistiqués.",/uploads/products/d-214-001.jpg,/uploads/products/d-214-002.jpg,/uploads/products/d-214-003.jpg,/uploads/products/d-214-004.jpg,,480.00,"[""Vert""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre suspendu en cristal vert,"Ce lustre suspendu offre une touche de sophistication avec ses abat-jours en cristal teinté vert et sa finition dorée. Son design contemporain est idéal pour égayer un espace de vie ou une salle à manger, apportant une ambiance chaleureuse et élégante. Facile à installer, il se démarque par son styl",0,1,true,false,,,
Luminaires > Luminaires suspendus > Lustres,luminaires-luminaires-suspendus-lustres-233,233,,Luminaires,Luminaires suspendus,Lustres,"Ce lustre suspendu présente un design moderne avec une finition en couleur ivoire pour l'un et en vert patiné pour l'autre, apportant une touche sophistiquée et élégante à votre espace intérieur. Son style minimaliste et ses matériaux apparents en métal lui confèrent une apparence contemporaine adaptée à un salon ou une salle à manger. Ces luminaires créent une ambiance chaleureuse tout en décorant votre pièce avec une touche orientale ou industrielle selon la finition choisie. Idéal pour agrémenter un espace de vie moderne ou un coin de réception, ils apportent une ambiance raffinée à votre décoration intérieure.",/uploads/products/233-001.jpg,/uploads/products/233-002.jpg,/uploads/products/233-003.jpg,/uploads/products/233-004.jpg,,390.00,"[""Blanc"", ""Vert""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Luminaires > Luminaires suspendus > Lustres,"Ce lustre suspendu présente un design moderne avec une finition en couleur ivoire pour l'un et en vert patiné pour l'autre, apportant une touche sophistiquée et élégante à votre espace intérieur. Son style minimaliste et ses matériaux apparents en métal lui confèrent une apparence contemporaine adap",0,1,true,false,,,
Luminaire suspendu en forme de lune avec éléments décoratifs,luminaire-suspendu-en-forme-de-lune-avec-elements-decoratifs-d-224,d 224,,Luminaires > Luminaires suspendus > Lustres,Luminaires suspendus,,"Ce luminaire suspendu imite la forme d'une lune avec deux demi-sphères blanches qui s'effleurent, créant un effet moderne et élégant. Son design minimaliste est agrémenté d'une finition blanche et d'une lumière diffuse douce. Idéal pour apporter une ambiance chaleureuse dans le salon, la salle à manger ou la chambre, tout en décorant l'espace avec une touche contemporaine et sophistiquée.",/uploads/products/d-224-001.jpg,/uploads/products/d-224-002.jpg,/uploads/products/d-224-003.jpg,/uploads/products/d-224-004.jpg,,28.50,"[""Blanc""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Luminaire suspendu en forme de lune avec éléments décoratifs,"Ce luminaire suspendu imite la forme d'une lune avec deux demi-sphères blanches qui s'effleurent, créant un effet moderne et élégant. Son design minimaliste est agrémenté d'une finition blanche et d'une lumière diffuse douce. Idéal pour apporter une ambiance chaleureuse dans le salon, la salle à man",0,1,true,false,,,
Lustre suspendu moderne à abat-jour cylindriques en métal doré et gris,lustre-suspendu-moderne-a-abat-jour-cylindriques-en-metal-dore-et-gris-l0205,L0205,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustre,"Ce luminaire suspendu moderne présente une structure élégante avec six abat-jour cylindriques ornés de détails dorés et argentés. Disposé en ligne, il diffuse une lumière chaleureuse idéale pour éclairer un salon ou une salle à manger avec style. Son design contemporain et ses finitions sophistiquées apportent une touche chic et raffinée à tout intérieur marocain moderne, tout en offrant une ambiance lumineuse chaleureuse et accueillante.",/uploads/products/l0205-001.jpg,/uploads/products/l0205-002.jpg,/uploads/products/l0205-003.jpg,/uploads/products/l0205-004.png,,750.00,"[""Argenté"", ""Gris""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre suspendu moderne à abat-jour cylindriques en métal doré et gris,"Ce luminaire suspendu moderne présente une structure élégante avec six abat-jour cylindriques ornés de détails dorés et argentés. Disposé en ligne, il diffuse une lumière chaleureuse idéale pour éclairer un salon ou une salle à manger avec style. Son design contemporain et ses finitions sophistiquée",0,1,true,false,,,
Lustre contemporain à ampoules cylindriques,lustre-contemporain-a-ampoules-cylindriques-l004,L004,,Mobilier,Luminaire > Luminaires suspendus > Lustres,,"Ce lustre suspendu moderne se compose de plusieurs ampoules cylindriques verticales, combinant une finition noire et dorée qui lui confère une allure élégante et contemporaine. Idéal pour apporter une lumière d'ambiance chaleureuse dans un salon, une salle à manger ou une entrée raffinée. Sa conception épurée et élégante en fait un point focal décoratif, tout en assurant une illumination homogène et chaleureuse pour sublimer votre intérieur marocain moderne.",/uploads/products/l004-001.png,/uploads/products/l004-002.jpg,/uploads/products/l004-003.png,/uploads/products/l004-004.jpg,,2800.00,"[""Noir"", ""Doré""]",10000,,,true,false,false,false,0,0,luminaires,ampoules,,,,Lustre contemporain à ampoules cylindriques,"Ce lustre suspendu moderne se compose de plusieurs ampoules cylindriques verticales, combinant une finition noire et dorée qui lui confère une allure élégante et contemporaine. Idéal pour apporter une lumière d'ambiance chaleureuse dans un salon, une salle à manger ou une entrée raffinée. Sa concept",0,1,true,false,,,
Lampe décorative contemporaine à base métallique dorée et cylindre en ivoire ou noir,lampe-decorative-contemporaine-a-base-metallique-doree-et-cylindre-en-ivoire-ou-noir-d208,D208,,Mobilier,Luminaires,Lampes,"Lampes décoratives exprimant un style contemporain et élégant, avec une base métallique dorée et un cylindre en finition noire ou ivoire. Leur design moderne s'intègre parfaitement dans un intérieur de luxe, idéal pour un salon ou une chambre sophistiquée. Ces lampes apportent une ambiance chaleureuse et élégante à tout espace de vie ou de réception, avec un éclairage ciblé et décoratif.",/uploads/products/d208-001.jpg,/uploads/products/d208-002.jpg,/uploads/products/d208-003.jpg,/uploads/products/d208-004.jpg,,390.00,"[""Noir"", ""Beige""]",10000,,,true,false,false,false,0,0,luminaires,,,,,Lampe décorative contemporaine à base métallique dorée et cylindre en ivoire ou noir,"Lampes décoratives exprimant un style contemporain et élégant, avec une base métallique dorée et un cylindre en finition noire ou ivoire. Leur design moderne s'intègre parfaitement dans un intérieur de luxe, idéal pour un salon ou une chambre sophistiquée. Ces lampes apportent une ambiance chaleureu",0,1,true,false,,,
Lustre suspendu design en boulettes en verre facetté et éléments métalliques dorés,lustre-suspendu-design-en-boulettes-en-verre-facette-et-elements-metalliques-dores-mx-65-6,MX 65/6,,Luminaires > Luminaires suspendus > Lustres,,,"Ce lustre suspendu design allie élégance et modernité avec ses boulettes en verre facetté et ses éléments métalliques dorés, parfait pour illuminer un espace de vie ou une salle à manger avec une ambiance chaleureuse et sophistiquée.",/uploads/products/mx-65-6-001.jpg,/uploads/products/mx-65-6-002.png,/uploads/products/mx-65-6-003.png,/uploads/products/mx-65-6-004.jpg,,1200.00,"[""Orange"", ""Blanc""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre suspendu design en boulettes en verre facetté et éléments métalliques dorés,"Ce lustre suspendu design allie élégance et modernité avec ses boulettes en verre facetté et ses éléments métalliques dorés, parfait pour illuminer un espace de vie ou une salle à manger avec une ambiance chaleureuse et sophistiquée.",0,1,true,false,,,
Lustre suspendu en cristal,lustre-suspendu-en-cristal-l028-6,L028/6,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre suspendu élégant présente une conception moderne avec un ensemble de disques circulaires en cristal combinés à un fini métallique brillant. Il diffuse une lumière chaleureuse et décorative dans le plafond, idéal pour sublimer un salon, une salle à manger ou une entrée élégante. Son design contemporain et lumineux ajoute une touche de luxe et de sophistication à tout intérieur marocain contemporain.",,,,,,1100.00,"[""Transparent"", ""Argenté""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre suspendu en cristal,"Ce lustre suspendu élégant présente une conception moderne avec un ensemble de disques circulaires en cristal combinés à un fini métallique brillant. Il diffuse une lumière chaleureuse et décorative dans le plafond, idéal pour sublimer un salon, une salle à manger ou une entrée élégante. Son design ",0,1,true,false,,,
Lustre,lustre-l001-6,L001/6,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu élégant est doté de multiples pendentifs en cristal facetté, chacun encadré d'une finition dorée. Son design contemporain et raffiné rehausse la décoration intérieure, créant une ambiance lumineuse chaleureuse et sophistiquée. Parfait pour un salon, une salle à manger ou un espace de réception, ce luminaire apportera une touche de luxe à votre intérieur tout en diffusant une lumière douce et harmonieuse.",,,,,,850.00,"[""Transparent"", ""Doré""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre,"Ce lustre suspendu élégant est doté de multiples pendentifs en cristal facetté, chacun encadré d'une finition dorée. Son design contemporain et raffiné rehausse la décoration intérieure, créant une ambiance lumineuse chaleureuse et sophistiquée. Parfait pour un salon, une salle à manger ou un espace",0,1,true,false,,,
Lustre suspendu décoratif,lustre-suspendu-decoratif-l007-6,L007/6,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Luminaires suspendus,"Ce lustre suspendu élégant met en avant un design contemporain avec des éléments de finition dorée et des structures en cristal transparent. Les différentes formes ovales et circulaires illuminent et apportent une touche de luxe à un intérieur moderne. Idéal pour sublimer un salon, une salle à manger ou un espace de réception, ce luminaire diffuse une lumière chaleureuse tout en décorant avec style. Son agencement sophistiqué en fait une pièce maîtresse pour une décoration intérieure marocain contemporain ou sophistiqué.",/uploads/products/l007-6-001.jpg,/uploads/products/l007-6-002.jpg,/uploads/products/l007-6-003.jpg,/uploads/products/l007-6-004.jpg,,1100.00,"[""Orange""]",10000,,,true,false,false,false,0,0,luminaires,suspensions,,,,Lustre suspendu décoratif,"Ce lustre suspendu élégant met en avant un design contemporain avec des éléments de finition dorée et des structures en cristal transparent. Les différentes formes ovales et circulaires illuminent et apportent une touche de luxe à un intérieur moderne. Idéal pour sublimer un salon, une salle à mange",0,1,true,false,,,
