name,slug,reference,marque,rubrique,categorie,famille,description,features,specs,url_image1,url_image2,url_image3,url_image4,url_image5,price,sale_price,discount_percent,colors,sizes,stock,weight,badge,is_active,is_featured,is_new,is_bestseller,rating,reviews_count
EGLO 94779 - MURALE - BOSARO,eglo-94779-murale-bosaro,94779,EGLO,éclairage d'extérieur,applique,BOSARO,"EGLO 94779 - BOSARO, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier inoxydable . Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau A"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""94779"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""BOSARO"", ""Réseau"": ""A""}",https://www.monluminaire.ma/16555-large_default/eglo-94779-applique-murale-bosaro.jpg,,,,,749.0,129.0,83,[],"[""standard""]",12,,-83%,True,False,False,False,0.0,0
EGLO 94803 - APPLIQUE MURALE - AGOLADA,eglo-94803-applique-murale-agolada,94803,EGLO,éclairage d'extérieur,applique,AGOLADA,"EGLO 94803 - AGOLADA, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier inoxydable blanc. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau A"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""94803"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""AGOLADA"", ""Réseau"": ""A""}",https://www.monluminaire.ma/10587-large_default/eglo-94803-applique-murale-agolada.jpg,https://www.monluminaire.ma/10588-large_default/eglo-94803-applique-murale-agolada.jpg,https://www.monluminaire.ma/10589-large_default/eglo-94803-applique-murale-agolada.jpg,https://www.monluminaire.ma/10590-large_default/eglo-94803-applique-murale-agolada.jpg,https://www.monluminaire.ma/10591-large_default/eglo-94803-applique-murale-agolada.jpg,789.0,189.0,76,"[""white""]","[""standard""]",6,,-76%,True,False,False,False,0.0,0
EGLO 33155 - APPLIQUE MURALE - FAEDO 3,eglo-33155-applique-murale-faedo-3,33155,EGLO,éclairage d'extérieur,applique,FAEDO 3,"EGLO 33155 - FAEDO 3, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en aluminium blanc. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""33155"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""FAEDO 3"", ""Réseau"": ""C""}",https://www.monluminaire.ma/9543-large_default/eglo-33155-applique-murale-faedo-3.jpg,https://www.monluminaire.ma/9544-large_default/eglo-33155-applique-murale-faedo-3.jpg,,,,1789.0,49.0,97,"[""white""]","[""standard""]",27,,-97%,True,False,False,False,0.0,0
EGLO 97458 - APPLIQUE MURALE - FAEDO 3,eglo-97458-applique-murale-faedo-3,97458,EGLO,éclairage d'extérieur,applique,FAEDO 3,"EGLO 97458 - FAEDO 3, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en aluminium noir. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""97458"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""FAEDO 3"", ""Réseau"": ""C""}",https://www.monluminaire.ma/12680-large_default/eglo-97458-applique-murale-faedo-3.jpg,https://www.monluminaire.ma/11206-large_default/eglo-97458-applique-murale-faedo-3.jpg,,,,1389.0,189.0,86,"[""black""]","[""standard""]",45,,-86%,True,False,False,False,0.0,0
EGLO 94107 - APPLIQUE MURALE - RIGA,eglo-94107-applique-murale-riga,94107,EGLO,éclairage d'extérieur,applique,RIGA,"EGLO 94107 - RIGA, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier inoxydable . Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""94107"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""RIGA"", ""Réseau"": ""C""}",https://www.monluminaire.ma/10392-large_default/eglo-94107-applique-murale-riga.jpg,https://www.monluminaire.ma/10393-large_default/eglo-94107-applique-murale-riga.jpg,,,,1289.0,249.0,81,[],"[""standard""]",119,,-81%,True,False,False,False,0.0,0
EGLO 98095 - APPLIQUE MURALE - MANFRIA,eglo-98095-applique-murale-manfria,98095,EGLO,éclairage d'extérieur,applique,MANFRIA,"EGLO 98095 - MANFRIA, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en aluminium anthracite, blanc. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau A"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""98095"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""MANFRIA"", ""Réseau"": ""A""}",https://www.monluminaire.ma/12625-large_default/eglo-98095-applique-murale-manfria.jpg,https://www.monluminaire.ma/11373-large_default/eglo-98095-applique-murale-manfria.jpg,https://www.monluminaire.ma/12624-large_default/eglo-98095-applique-murale-manfria.jpg,https://www.monluminaire.ma/12626-large_default/eglo-98095-applique-murale-manfria.jpg,,1389.0,189.0,86,"[""white""]","[""standard""]",3,,-86%,True,False,False,False,0.0,0
EGLO 94103 - APPLIQUE MURALE - RIGA,eglo-94103-applique-murale-riga,94103,EGLO,éclairage d'extérieur,applique,RIGA,"EGLO 94103 - RIGA, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier galvanisé anthracite. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""94103"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""RIGA"", ""Réseau"": ""C""}",https://www.monluminaire.ma/10389-large_default/eglo-94103-applique-murale-riga.jpg,https://www.monluminaire.ma/10390-large_default/eglo-94103-applique-murale-riga.jpg,,,,3789.0,29.0,99,[],"[""standard""]",57,,-99%,True,False,False,False,0.0,0
EGLO 97261 - APPLIQUE MURALE - BOVOLONE,eglo-97261-applique-murale-bovolone,97261,EGLO,éclairage d'extérieur,applique,BOVOLONE,"EGLO 97261 - BOVOLONE, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO est garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier galvanisé. Ce luminaire nécessite une ampoule avec culot E27. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""97261"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""BOVOLONE"", ""Réseau"": ""C""}",https://www.monluminaire.ma/12689-large_default/eglo-97261-applique-murale-bovolone.jpg,https://www.monluminaire.ma/11166-large_default/eglo-97261-applique-murale-bovolone.jpg,,,,7689.0,39.0,99,[],"[""standard""]",4,,-99%,True,False,False,False,0.0,0
EGLO 94848 - APPLIQUE MURALE - SESIMBA,eglo-94848-applique-murale-sesimba,94848,EGLO,éclairage d'extérieur,applique,SESIMBA,"EGLO 94848 - SESIMBA, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier galvanisé noir. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""94848"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""SESIMBA"", ""Réseau"": ""C""}",https://www.monluminaire.ma/10622-large_default/eglo-94848-applique-murale-sesimba.jpg,,,,,1799.0,129.0,93,"[""black""]","[""standard""]",23,,-93%,True,False,False,False,0.0,0
EGLO 96013 - APPLIQUE MURALE - ROBLEDO,eglo-96013-applique-murale-robledo,96013,EGLO,éclairage d'extérieur,applique,ROBLEDO,"EGLO 96013 - ROBLEDO, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier inoxydable . Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau A"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""96013"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""ROBLEDO"", ""Réseau"": ""A""}",https://www.monluminaire.ma/10945-large_default/eglo-96013-applique-murale-robledo.jpg,https://www.monluminaire.ma/10946-large_default/eglo-96013-applique-murale-robledo.jpg,https://www.monluminaire.ma/10947-large_default/eglo-96013-applique-murale-robledo.jpg,,,789.0,189.0,76,[],"[""standard""]",0,,-76%,True,False,False,False,0.0,0
EGLO 94834 - APPLIQUE MURALE - PULFERO,eglo-94834-applique-murale-pulfero,94834,EGLO,éclairage d'extérieur,applique,PULFERO,"EGLO 94834 - PULFERO, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO est garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier galvanisé. Ce luminaire nécessite une ampoule avec culot E27. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau A"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""94834"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""PULFERO"", ""Réseau"": ""A""}",https://www.monluminaire.ma/10606-large_default/eglo-94834-applique-murale-pulfero.jpg,https://www.monluminaire.ma/10607-large_default/eglo-94834-applique-murale-pulfero.jpg,https://www.monluminaire.ma/10608-large_default/eglo-94834-applique-murale-pulfero.jpg,,,2289.0,39.0,98,[],"[""standard""]",0,,-98%,True,False,False,False,0.0,0
EGLO 94842 - APPLIQUE MURALE - HILBURN,eglo-94842-applique-murale-hilburn,94842,EGLO,éclairage d'extérieur,applique,HILBURN,"EGLO 94842 - HILBURN, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO est garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier galvanisé. Ce luminaire nécessite une ampoule avec culot E27. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""94842"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""HILBURN"", ""Réseau"": ""C""}",https://www.monluminaire.ma/10614-large_default/eglo-94842-applique-murale-hilburn.jpg,https://www.monluminaire.ma/10615-large_default/eglo-94842-applique-murale-hilburn.jpg,https://www.monluminaire.ma/10616-large_default/eglo-94842-applique-murale-hilburn.jpg,,,1389.0,59.0,96,[],"[""standard""]",3,,-96%,True,False,False,False,0.0,0
EGLO 94843 - APPLIQUE MURALE - HILBURN,eglo-94843-applique-murale-hilburn,94843,EGLO,éclairage d'extérieur,applique,HILBURN,"EGLO 94843 - HILBURN, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO est garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier galvanisé. Ce luminaire nécessite une ampoule avec culot E27. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""94843"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""HILBURN"", ""Réseau"": ""C""}",https://www.monluminaire.ma/10617-large_default/eglo-94843-applique-murale-hilburn.jpg,,,,,2689.0,59.0,98,[],"[""standard""]",4,,-98%,True,False,False,False,0.0,0
EGLO 97146 - APPLIQUE MURALE - CALDIERO,eglo-97146-applique-murale-caldiero,97146,EGLO,éclairage d'extérieur,applique,CALDIERO,"EGLO 97146 - CALDIERO, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO est garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier galvanisé. Ce luminaire nécessite une ampoule avec culot E27. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau A"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""97146"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""CALDIERO"", ""Réseau"": ""A""}",https://www.monluminaire.ma/11151-large_default/eglo-97146-applique-murale-caldiero.jpg,https://www.monluminaire.ma/11152-large_default/eglo-97146-applique-murale-caldiero.jpg,,,,2489.0,59.0,98,[],"[""standard""]",2,,-98%,True,False,False,False,0.0,0
EGLO 96207 - APPLIQUE MURALE - ENTRIMO,eglo-96207-applique-murale-entrimo,96207,EGLO,éclairage d'extérieur,applique,ENTRIMO,"EGLO 96207 - ENTRIMO, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO est garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier galvanisé. Ce luminaire nécessite une ampoule avec culot E27. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau A"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""96207"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""ENTRIMO"", ""Réseau"": ""A""}",https://www.monluminaire.ma/11024-large_default/eglo-96207-applique-murale-entrimo.jpg,https://www.monluminaire.ma/11025-large_default/eglo-96207-applique-murale-entrimo.jpg,,,,1289.0,39.0,97,[],"[""standard""]",0,,-97%,True,False,False,False,0.0,0
EGLO 96006 - APPLIQUE MURALE - PERAFITA,eglo-96006-applique-murale-perafita,96006,EGLO,éclairage d'extérieur,applique,PERAFITA,"EGLO 96006 - PERAFITA, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en fonte d'aluminium blanc. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau A"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""96006"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""PERAFITA"", ""Réseau"": ""A""}",https://www.monluminaire.ma/10933-large_default/eglo-96006-applique-murale-perafita.jpg,https://www.monluminaire.ma/10934-large_default/eglo-96006-applique-murale-perafita.jpg,https://www.monluminaire.ma/10935-large_default/eglo-96006-applique-murale-perafita.jpg,https://www.monluminaire.ma/10936-large_default/eglo-96006-applique-murale-perafita.jpg,https://www.monluminaire.ma/10937-large_default/eglo-96006-applique-murale-perafita.jpg,1139.0,189.0,83,"[""white""]","[""standard""]",0,,-83%,True,False,False,False,0.0,0
EGLO 94138 - APPLIQUE MURALE - BREGANZO,eglo-94138-applique-murale-breganzo,94138,EGLO,éclairage d'extérieur,applique,BREGANZO,"EGLO 94138 - BREGANZO, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier galvanisé anthracite. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau A"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""94138"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""BREGANZO"", ""Réseau"": ""A""}",https://www.monluminaire.ma/10399-large_default/eglo-94138-applique-murale-breganzo.jpg,https://www.monluminaire.ma/10330-large_default/eglo-93457-applique-murale-navedo.jpg,,,,1289.0,249.0,81,[],"[""standard""]",0,,-81%,True,False,False,False,0.0,0
EGLO 30205 - APPLIQUE MURALE - NISIA,eglo-30205-applique-murale-nisia,30205,EGLO,éclairage d'extérieur,applique,NISIA,"EGLO 30205 - NISIA, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO est garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier inoxydable. Ce luminaire nécessite une ampoule avec culot E27. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""30205"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""NISIA"", ""Réseau"": ""C""}",https://www.monluminaire.ma/9428-large_default/eglo-30205-applique-murale-nisia.jpg,https://www.monluminaire.ma/9429-large_default/eglo-30205-applique-murale-nisia.jpg,https://www.monluminaire.ma/9430-large_default/eglo-30205-applique-murale-nisia.jpg,,,689.0,39.0,94,[],"[""standard""]",9,,-94%,True,False,False,False,0.0,0
EGLO 97303 - APPLIQUE MURALE - MELZO,eglo-97303-applique-murale-melzo,97303,EGLO,éclairage d'extérieur,applique,MELZO,"EGLO 97303 - MELZO, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en fonte d'aluminium noir. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau A"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""97303"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""MELZO"", ""Réseau"": ""A""}",https://www.monluminaire.ma/11171-large_default/eglo-97303-applique-murale-melzo.jpg,,,,,1289.0,69.0,95,"[""black""]","[""standard""]",31,,-95%,True,False,False,False,0.0,0
EGLO 98176 - APPLIQUE MURALE - PAGINO,eglo-98176-applique-murale-pagino,98176,EGLO,éclairage d'extérieur,applique,PAGINO,"EGLO 98176 - PAGINO, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en plastique noir. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau B"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""98176"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""PAGINO"", ""Réseau"": ""B""}",https://www.monluminaire.ma/12622-large_default/eglo-98176-applique-murale-pagino.jpg,https://www.monluminaire.ma/11395-large_default/eglo-98176-applique-murale-pagino.jpg,,,,4489.0,189.0,96,"[""black""]","[""standard""]",0,,-96%,True,False,False,False,0.0,0
EGLO 96277 - APPLIQUE MURALE - ATOLLARI,eglo-96277-applique-murale-atollari,96277,EGLO,éclairage d'extérieur,applique,ATOLLARI,"EGLO 96277 - ATOLLARI, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en fonte d'aluminium argent . Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau A"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""96277"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""ATOLLARI"", ""Réseau"": ""A""}",https://www.monluminaire.ma/11057-large_default/eglo-96277-applique-murale-atollari.jpg,https://www.monluminaire.ma/11058-large_default/eglo-96277-applique-murale-atollari.jpg,,,,789.0,189.0,76,"[""silver""]","[""standard""]",6,,-76%,True,False,False,False,0.0,0
EGLO 96275 - APPLIQUE MURALE - EMOLLIO,eglo-96275-applique-murale-emollio,96275,EGLO,éclairage d'extérieur,applique,EMOLLIO,"EGLO 96275 - EMOLLIO, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en fonte d'aluminium anthracite. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau A"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""96275"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""EMOLLIO"", ""Réseau"": ""A""}",https://www.monluminaire.ma/11046-large_default/eglo-96275-applique-murale-emollio.jpg,https://www.monluminaire.ma/11047-large_default/eglo-96275-applique-murale-emollio.jpg,https://www.monluminaire.ma/11048-large_default/eglo-96275-applique-murale-emollio.jpg,,,1289.0,189.0,85,[],"[""standard""]",2,,-85%,True,False,False,False,0.0,0
EGLO 95079 - MURALE - BRIONES,eglo-95079-murale-briones,95079,EGLO,éclairage d'extérieur,applique,BRIONES,"EGLO 95079 - BRIONES, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en fonte d'aluminium . Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau A"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""95079"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""BRIONES"", ""Réseau"": ""A""}",https://www.monluminaire.ma/16556-large_default/eglo-95079-applique-murale-briones.jpg,https://www.monluminaire.ma/11180-large_default/eglo-97339-applique-murale-lunano.jpg,,,,789.0,189.0,76,[],"[""standard""]",0,,-76%,True,False,False,False,0.0,0
EGLO 94799 - APPLIQUE MURALE - BEVERLY 1,eglo-94799-applique-murale-beverly-1,94799,EGLO,éclairage d'extérieur,applique,BEVERLY 1,"EGLO 94799 - BEVERLY 1, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier inoxydable . Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau A"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""94799"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""BEVERLY 1"", ""Réseau"": ""A""}",https://www.monluminaire.ma/10585-large_default/eglo-94799-applique-murale-beverly-1.jpg,https://www.monluminaire.ma/10586-large_default/eglo-94799-applique-murale-beverly-1.jpg,,,,1789.0,129.0,93,[],"[""standard""]",28,,-93%,True,False,False,False,0.0,0
EGLO 96505 - APPLIQUE MURALE - RIGA-LED,eglo-96505-applique-murale-riga-led,96505,EGLO,éclairage d'extérieur,applique,RIGA-LED,"EGLO 96505 - RIGA-LED, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en acier galvanisé noir. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""96505"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""RIGA-LED"", ""Réseau"": ""C""}",https://www.monluminaire.ma/11101-large_default/eglo-96505-applique-murale-riga-led.jpg,https://www.monluminaire.ma/11102-large_default/eglo-96505-applique-murale-riga-led.jpg,https://www.monluminaire.ma/11103-large_default/eglo-96505-applique-murale-riga-led.jpg,,,35280.0,259.0,99,"[""black""]","[""standard""]",39,,-99%,True,False,False,False,0.0,0
EGLO 93457 - APPLIQUE MURALE - NAVEDO,eglo-93457-applique-murale-navedo,93457,EGLO,éclairage d'extérieur,applique,NAVEDO,"EGLO 93457 - NAVEDO, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO est garantie 2 ans. Ce luminaire possède un beau design avec une finition en fonte d'aluminium. Ce luminaire nécessite une ampoule avec culot E27. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""93457"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""NAVEDO"", ""Réseau"": ""C""}",https://www.monluminaire.ma/12572-large_default/eglo-93457-applique-murale-navedo.jpg,https://www.monluminaire.ma/10330-large_default/eglo-93457-applique-murale-navedo.jpg,,,,1389.0,25.0,98,[],"[""standard""]",19,,-98%,True,False,False,False,0.0,0
EGLO 97457 - APPLIQUE MURALE - FAEDO 3,eglo-97457-applique-murale-faedo-3,97457,EGLO,éclairage d'extérieur,applique,FAEDO 3,"EGLO 97457 - FAEDO 3, éclairage d'extérieur de type applique murale, du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en aluminium noir. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""97457"", ""Marque"": ""EGLO"", ""Rubrique"": ""éclairage d'extérieur"", ""Catégorie"": ""applique"", ""Nom de famille"": ""FAEDO 3"", ""Réseau"": ""C""}",https://www.monluminaire.ma/11203-large_default/eglo-97457-applique-murale-faedo-3.jpg,https://www.monluminaire.ma/11204-large_default/eglo-97457-applique-murale-faedo-3.jpg,,,,1789.0,189.0,89,"[""black""]","[""standard""]",4,,-89%,True,False,False,False,0.0,0
