type,reference,source_json,details
merged_duplicate_reference,2825/3-1-2-3,PHOTO-2026-06-08-16-18-49 4.json | PHOTO-2026-06-08-16-18-49 5.json | PHOTO-2026-06-08-16-33-02 3.json | PHOTO-2026-06-08-16-33-04 3.json | PHOTO-2026-06-08-16-33-05.json,"7 lignes; prix=['220.0', '280.0']; images=10"
merged_duplicate_reference,2825,PHOTO-2026-06-08-16-18-49 5.json | PHOTO-2026-06-08-16-33-02 3.json,"4 lignes; prix=['220.0', '280.0']; images=0"
merged_duplicate_reference,2865,PHOTO-2026-06-08-16-18-49 6.json | PHOTO-2026-06-08-16-22-57 4.json,2 lignes; prix=['145.0']; images=4
merged_duplicate_reference,2882/3-1-2-3,PHOTO-2026-06-08-16-18-49 8.json | PHOTO-2026-06-08-16-32-58 4.json,"2 lignes; prix=['190.0', '270.0']; images=0"
merged_duplicate_reference,2745,PHOTO-2026-06-08-16-18-49.json | PHOTO-2026-06-08-16-40-41 2.json,"2 lignes; prix=['45.0', '60.0']; images=4"
merged_duplicate_reference,2822/3-1-2-3,PHOTO-2026-06-08-16-18-50 3.json | PHOTO-2026-06-08-16-33-05 3.json,"2 lignes; prix=['220.0', '280.0']; images=0"
merged_duplicate_reference,2868,PHOTO-2026-06-08-16-22-55.json | PHOTO-2026-06-08-16-23-10 2.json,"2 lignes; prix=['8.5', '85.0']; images=5"
merged_duplicate_reference,2644,PHOTO-2026-06-08-16-22-56 3.json | PHOTO-2026-06-08-16-22-56.json,"2 lignes; prix=['110.0', '130.0']; images=8"
missing_price_imported_inactive,2835,PHOTO-2026-06-08-16-22-57.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,2443,PHOTO-2026-06-08-16-22-58.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,7295/96,PHOTO-2026-06-08-16-23-00 2.json | PHOTO-2026-06-08-16-23-00 3.json,3 lignes; prix=['85.0']; images=8
merged_duplicate_reference,6105,PHOTO-2026-06-08-16-23-00 4.json,2 lignes; prix=['150.0']; images=4
merged_duplicate_reference,3414,PHOTO-2026-06-08-16-23-00 5.json,2 lignes; prix=['190.0']; images=4
merged_duplicate_reference,3325/26/27,PHOTO-2026-06-08-16-23-01 3.json | PHOTO-2026-06-08-16-23-02 2.json | PHOTO-2026-06-08-16-23-02.json,5 lignes; prix=['165.0']; images=9
merged_duplicate_reference,3331/32/33,PHOTO-2026-06-08-16-23-01 4.json,2 lignes; prix=['11.0']; images=0
merged_duplicate_reference,8137,PHOTO-2026-06-08-16-23-03 2.json | PHOTO-2026-06-08-16-23-03 3.json | PHOTO-2026-06-08-16-23-03 4.json | PHOTO-2026-06-08-16-23-04.json,8 lignes; prix=['120.0']; images=3
merged_duplicate_reference,8104,PHOTO-2026-06-08-16-23-03.json | PHOTO-2026-06-08-16-23-05 3.json,"2 lignes; prix=['50.0', '85.0']; images=2"
merged_duplicate_reference,8134,PHOTO-2026-06-08-16-23-06 4.json,3 lignes; prix=['110.0']; images=1
merged_duplicate_reference,3138,PHOTO-2026-06-08-16-23-07 2.json | PHOTO-2026-06-08-16-49-18 3.json,"2 lignes; prix=['120.0', '130.0']; images=1"
merged_duplicate_reference,8141,PHOTO-2026-06-08-16-23-07 4.json,4 lignes; prix=['95.0']; images=1
merged_duplicate_reference,8143,PHOTO-2026-06-08-16-23-08.json,2 lignes; prix=['85.0']; images=1
merged_duplicate_reference,2733,PHOTO-2026-06-08-16-23-09 2.json | PHOTO-2026-06-08-16-49-10 2.json,"2 lignes; prix=['190.0', '70.0']; images=2"
merged_duplicate_reference,2730,PHOTO-2026-06-08-16-23-09 5.json | PHOTO-2026-06-08-16-49-10.json,2 lignes; prix=['110.0']; images=2
merged_duplicate_reference,2718,PHOTO-2026-06-08-16-23-09 6.json | PHOTO-2026-06-08-16-23-10.json,"2 lignes; prix=['240.0', '340.0']; images=2"
merged_duplicate_reference,2867,PHOTO-2026-06-08-16-23-10 3.json | PHOTO-2026-06-08-16-23-10 4.json,2 lignes; prix=['80.0']; images=2
missing_price_imported_inactive,2643,PHOTO-2026-06-08-16-23-10 5.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,7450/51/52,PHOTO-2026-06-08-16-25-46 2.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,7427/28/29,PHOTO-2026-06-08-16-25-47 2.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,3405/06/07,PHOTO-2026-06-08-16-25-48 4.json | PHOTO-2026-06-08-16-25-49.json,2 lignes; prix=['0.0']; images=0
merged_duplicate_reference,3405,PHOTO-2026-06-08-16-25-48 5.json,3 lignes; prix=['7.5']; images=3
missing_price_imported_inactive,3102/03/04,PHOTO-2026-06-08-16-25-49 2.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,8048,PHOTO-2026-06-08-16-25-49 4.json | PHOTO-2026-06-08-16-49-23 5.json,"3 lignes; prix=['185.0', '450.0']; images=2"
merged_duplicate_reference,flower 1,PHOTO-2026-06-08-16-25-50 2.json | PHOTO-2026-06-08-16-25-50 3.json | PHOTO-2026-06-08-16-25-50 4.json | PHOTO-2026-06-08-16-25-53 3.json | PHOTO-2026-06-08-16-25-53 4.json | PHOTO-2026-06-08-16-25-53 5.json | PHOTO-2026-06-08-16-25-53 6.json | PHOTO-2026-06-08-16-25-53 7.json,8 lignes; prix=['790.0']; images=0
merged_duplicate_reference,Flower 3,PHOTO-2026-06-08-16-25-51 2.json | PHOTO-2026-06-08-16-25-51.json | PHOTO-2026-06-08-16-25-54 2.json | PHOTO-2026-06-08-16-25-54 3.json | PHOTO-2026-06-08-16-25-54 4.json | PHOTO-2026-06-08-16-25-54 5.json | PHOTO-2026-06-08-16-25-54 6.json | PHOTO-2026-06-08-16-25-54.json,8 lignes; prix=['790.0']; images=0
merged_duplicate_reference,flower 2,PHOTO-2026-06-08-16-25-51 3.json | PHOTO-2026-06-08-16-25-51 4.json | PHOTO-2026-06-08-16-25-51 5.json | PHOTO-2026-06-08-16-25-52 2.json | PHOTO-2026-06-08-16-25-52 3.json | PHOTO-2026-06-08-16-25-52.json | PHOTO-2026-06-08-16-25-53 2.json | PHOTO-2026-06-08-16-25-53.json,8 lignes; prix=['790.0']; images=6
missing_price_imported_inactive,2724/2-1-2,PHOTO-2026-06-08-16-25-55 2.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,2794/2-1-2,PHOTO-2026-06-08-16-32-52 2.json | PHOTO-2026-06-08-16-32-52.json,2 lignes; prix=['240.0']; images=3
merged_duplicate_reference,2935,PHOTO-2026-06-08-16-32-53 2.json,3 lignes; prix=['450.0']; images=1
merged_duplicate_reference,2933/2-1-2,PHOTO-2026-06-08-16-32-53 3.json | PHOTO-2026-06-08-16-32-54 2.json | PHOTO-2026-06-08-16-32-54.json,5 lignes; prix=['185.0']; images=3
missing_price_imported_inactive,2938/3-1-2-3,PHOTO-2026-06-08-16-32-53.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,2931/2-1-2,PHOTO-2026-06-08-16-32-54 3.json | PHOTO-2026-06-08-16-32-54 4.json | PHOTO-2026-06-08-16-32-54 5.json,"3 lignes; prix=['158.0', '185.0']; images=0"
merged_duplicate_reference,2929/2-1-2,PHOTO-2026-06-08-16-32-55 2.json | PHOTO-2026-06-08-16-32-55 3.json,2 lignes; prix=['185.0']; images=0
merged_duplicate_reference,2929,PHOTO-2026-06-08-16-32-55.json,2 lignes; prix=['185.0']; images=3
merged_duplicate_reference,2787/2-1-2,PHOTO-2026-06-08-16-32-56 3.json,2 lignes; prix=['280.0']; images=1
merged_duplicate_reference,2780/3-1-2-3,PHOTO-2026-06-08-16-32-56 4.json,2 lignes; prix=['230.0']; images=1
merged_duplicate_reference,8097,PHOTO-2026-06-08-16-32-57.json,3 lignes; prix=['295.0']; images=1
merged_duplicate_reference,2822,PHOTO-2026-06-08-16-32-58 3.json | PHOTO-2026-06-08-16-33-05 2.json,2 lignes; prix=['220.0']; images=6
merged_duplicate_reference,2503,PHOTO-2026-06-08-16-32-59 2.json | PHOTO-2026-06-08-16-32-59 3.json,2 lignes; prix=['70.0']; images=2
merged_duplicate_reference,2499,PHOTO-2026-06-08-16-32-59 4.json | PHOTO-2026-06-08-16-33-00 2.json | PHOTO-2026-06-08-16-33-00.json,3 lignes; prix=['75.0']; images=4
merged_duplicate_reference,3472,PHOTO-2026-06-08-16-33-01 4.json,2 lignes; prix=['270.0']; images=1
merged_duplicate_reference,3473,PHOTO-2026-06-08-16-33-01 5.json,2 lignes; prix=['270.0']; images=1
merged_duplicate_reference,3467,PHOTO-2026-06-08-16-33-02 2.json | PHOTO-2026-06-08-16-33-02.json,2 lignes; prix=['280.0']; images=2
merged_duplicate_reference,3474,PHOTO-2026-06-08-16-33-02 4.json | PHOTO-2026-06-08-16-33-03 2.json | PHOTO-2026-06-08-16-33-03 3.json | PHOTO-2026-06-08-16-33-03.json,4 lignes; prix=['105.0']; images=4
merged_duplicate_reference,8077,PHOTO-2026-06-08-16-33-06 2.json | PHOTO-2026-06-08-16-33-13.json,2 lignes; prix=['120.0']; images=2
merged_duplicate_reference,2759/2-1-2,PHOTO-2026-06-08-16-33-06 3.json,2 lignes; prix=['120.0']; images=1
merged_duplicate_reference,2757/2-1-2,PHOTO-2026-06-08-16-33-06 4.json | PHOTO-2026-06-08-16-33-06 5.json,4 lignes; prix=['170.0']; images=1
merged_duplicate_reference,2754/3-1-2-3,PHOTO-2026-06-08-16-33-07.json,3 lignes; prix=['230.0']; images=1
merged_duplicate_reference,2628/2-1-2,PHOTO-2026-06-08-16-33-08 2.json | PHOTO-2026-06-08-16-33-08.json,2 lignes; prix=['130.0']; images=2
merged_duplicate_reference,2626/2-1-2,PHOTO-2026-06-08-16-33-08 3.json | PHOTO-2026-06-08-16-33-09.json,2 lignes; prix=['130.0']; images=1
merged_duplicate_reference,2624/2-1-2,PHOTO-2026-06-08-16-33-09 2.json | PHOTO-2026-06-08-16-33-09 4.json,2 lignes; prix=['230.0']; images=0
merged_duplicate_reference,7324/25,PHOTO-2026-06-08-16-33-09 7.json,2 lignes; prix=['135.0']; images=1
merged_duplicate_reference,8083,PHOTO-2026-06-08-16-33-10 2.json | PHOTO-2026-06-08-16-33-11 2.json | PHOTO-2026-06-08-16-33-11.json | PHOTO-2026-06-08-16-33-12.json | PHOTO-2026-06-08-16-46-51 2.json,"5 lignes; prix=['150.0', '550.0']; images=4"
merged_duplicate_reference,8082,PHOTO-2026-06-08-16-33-12 2.json | PHOTO-2026-06-08-16-33-12 4.json | PHOTO-2026-06-08-16-33-12 5.json,3 lignes; prix=['150.0']; images=3
missing_price_imported_inactive,8052,PHOTO-2026-06-08-16-33-12 3.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,8060,PHOTO-2026-06-08-16-33-13 2.json | PHOTO-2026-06-08-16-33-13 3.json | PHOTO-2026-06-08-16-33-13 4.json,3 lignes; prix=[]; images=3
missing_price_imported_inactive,8060,PHOTO-2026-06-08-16-33-13 2.json | PHOTO-2026-06-08-16-33-13 3.json | PHOTO-2026-06-08-16-33-13 4.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,3073/74/75,PHOTO-2026-06-08-16-33-13 7.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,2549/3-1,PHOTO-2026-06-08-16-40-35 2.json | PHOTO-2026-06-08-16-40-36.json | PHOTO-2026-06-08-16-40-40 2.json | PHOTO-2026-06-08-16-40-40.json,4 lignes; prix=['135.0']; images=0
merged_duplicate_reference,2549/3-2,PHOTO-2026-06-08-16-40-35 2.json | PHOTO-2026-06-08-16-40-36.json | PHOTO-2026-06-08-16-40-40 2.json | PHOTO-2026-06-08-16-40-40.json,4 lignes; prix=['165.0']; images=0
merged_duplicate_reference,2549/3-3,PHOTO-2026-06-08-16-40-35 2.json | PHOTO-2026-06-08-16-40-36.json | PHOTO-2026-06-08-16-40-40 2.json | PHOTO-2026-06-08-16-40-40.json,4 lignes; prix=['195.0']; images=0
merged_duplicate_reference,2802/03,PHOTO-2026-06-08-16-40-35 3.json,2 lignes; prix=['210.0']; images=1
merged_duplicate_reference,2777,PHOTO-2026-06-08-16-40-35 4.json | PHOTO-2026-06-08-16-41-20.json,"2 lignes; prix=['185.0', '220.0']; images=2"
merged_duplicate_reference,2765/66,PHOTO-2026-06-08-16-40-36 3.json | PHOTO-2026-06-08-16-40-36 4.json,"2 lignes; prix=['9.0', '90.0']; images=0"
merged_duplicate_reference,2780,PHOTO-2026-06-08-16-40-38 2.json | PHOTO-2026-06-08-16-40-38 3.json | PHOTO-2026-06-08-16-40-38 4.json,"3 lignes; prix=['32.0', '320.0']; images=3"
merged_duplicate_reference,2785,PHOTO-2026-06-08-16-40-38.json | PHOTO-2026-06-08-16-40-39 4.json,2 lignes; prix=['520.0']; images=2
merged_duplicate_reference,2786,PHOTO-2026-06-08-16-40-39 2.json | PHOTO-2026-06-08-16-40-39 3.json,2 lignes; prix=['350.0']; images=2
missing_price_imported_inactive,2569,PHOTO-2026-06-08-16-40-39 5.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,2464,PHOTO-2026-06-08-16-40-39.json,2 lignes; prix=['220.0']; images=1
merged_duplicate_reference,2549,PHOTO-2026-06-08-16-40-40 3.json,"3 lignes; prix=['135.0', '165.0', '195.0']; images=5"
merged_duplicate_reference,2561,PHOTO-2026-06-08-16-40-42 2.json | PHOTO-2026-06-08-16-40-42 3.json | PHOTO-2026-06-08-16-40-42.json | PHOTO-2026-06-08-16-40-43 2.json | PHOTO-2026-06-08-16-40-43.json | PHOTO-2026-06-08-16-40-44 2.json,6 lignes; prix=['145.0']; images=6
merged_duplicate_reference,2562,PHOTO-2026-06-08-16-40-43 3.json | PHOTO-2026-06-08-16-40-43 4.json | PHOTO-2026-06-08-16-40-43 5.json | PHOTO-2026-06-08-16-40-44.json,4 lignes; prix=['145.0']; images=3
missing_price_imported_inactive,2594,PHOTO-2026-06-08-16-40-45 2.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,2593,PHOTO-2026-06-08-16-40-45 3.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,2458/3-1-2-3,PHOTO-2026-06-08-16-40-46 7.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,2455/1,PHOTO-2026-06-08-16-40-47 2.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,2455/2,PHOTO-2026-06-08-16-40-47 2.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,2455/3,PHOTO-2026-06-08-16-40-47 2.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,2450,PHOTO-2026-06-08-16-40-47.json,2 lignes; prix=['210.0']; images=0
merged_duplicate_reference,7501,PHOTO-2026-06-08-16-40-48 2.json,2 lignes; prix=['50.0']; images=1
merged_duplicate_reference,3146,PHOTO-2026-06-08-16-40-49 2.json | PHOTO-2026-06-08-16-49-16 2.json,"2 lignes; prix=['110.0', '185.0']; images=2"
missing_price_imported_inactive,3250/51/52,PHOTO-2026-06-08-16-40-50.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,3244/46,PHOTO-2026-06-08-16-40-51 2.json | PHOTO-2026-06-08-16-40-51 3.json,3 lignes; prix=['215.0']; images=2
merged_duplicate_reference,3242,PHOTO-2026-06-08-16-40-52.json,2 lignes; prix=['140.0']; images=1
merged_duplicate_reference,3123,PHOTO-2026-06-08-16-40-53 2.json | PHOTO-2026-06-08-16-40-53 3.json | PHOTO-2026-06-08-16-40-53 4.json | PHOTO-2026-06-08-16-40-53 5.json,4 lignes; prix=['280.0']; images=5
missing_price_imported_inactive,8133,PHOTO-2026-06-08-16-40-54 2.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,8115,PHOTO-2026-06-08-16-40-54 3.json | PHOTO-2026-06-08-16-46-55.json,"2 lignes; prix=['320.0', '350.0']; images=2"
missing_price_imported_inactive,8157,PHOTO-2026-06-08-16-40-54 4.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,8158,PHOTO-2026-06-08-16-40-54 4.json | PHOTO-2026-06-08-16-52-49 2.json | PHOTO-2026-06-08-16-52-49.json,3 lignes; prix=['95.0']; images=2
missing_price_imported_inactive,2572,PHOTO-2026-06-08-16-40-54 6.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,2884/2-1-2,PHOTO-2026-06-08-16-40-55 6.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,2882/2-1-2,PHOTO-2026-06-08-16-40-56.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,2880/2-1-2,PHOTO-2026-06-08-16-41-18 2.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,2776,PHOTO-2026-06-08-16-41-20 2.json | PHOTO-2026-06-08-16-46-52 3.json,"2 lignes; prix=['370.0', '550.0']; images=2"
missing_price_imported_inactive,8085,PHOTO-2026-06-08-16-46-52.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,2541,PHOTO-2026-06-08-16-46-53 3.json,2 lignes; prix=['650.0']; images=1
missing_price_imported_inactive,8116,PHOTO-2026-06-08-16-46-53 4.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,8110,PHOTO-2026-06-08-16-46-55 3.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,8109,PHOTO-2026-06-08-16-46-55 4.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,8107,PHOTO-2026-06-08-16-46-55 5.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,8232,PHOTO-2026-06-08-16-46-56 5.json,2 lignes; prix=['850.0']; images=1
merged_duplicate_reference,8222,PHOTO-2026-06-08-16-46-56.json,2 lignes; prix=['680.0']; images=1
merged_duplicate_reference,2537,PHOTO-2026-06-08-16-46-58 2.json,2 lignes; prix=['450.0']; images=1
merged_duplicate_reference,8211,PHOTO-2026-06-08-16-46-58 3.json,2 lignes; prix=['780.0']; images=1
merged_duplicate_reference,9265,PHOTO-2026-06-08-16-46-59 3.json,6 lignes; prix=['650.0']; images=1
merged_duplicate_reference,3792,PHOTO-2026-06-08-16-46-59 5.json,2 lignes; prix=['680.0']; images=1
merged_duplicate_reference,8028,PHOTO-2026-06-08-16-47-00 2.json,"3 lignes; prix=['1350.0', '700.0', '980.0']; images=1"
missing_price_imported_inactive,077.,PHOTO-2026-06-08-16-47-03.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,rim 63,PHOTO-2026-06-08-16-47-04 2.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,3346,PHOTO-2026-06-08-16-47-05 3.json | PHOTO-2026-06-08-16-47-05 4.json | PHOTO-2026-06-08-16-47-06 2.json | PHOTO-2026-06-08-16-47-06 3.json | PHOTO-2026-06-08-16-47-06 4.json | PHOTO-2026-06-08-16-47-06.json | PHOTO-2026-06-08-16-47-07 2.json | PHOTO-2026-06-08-16-47-07.json | PHOTO-2026-06-08-16-47-08.json,9 lignes; prix=['150.0']; images=9
merged_duplicate_reference,3348,PHOTO-2026-06-08-16-47-08 2.json | PHOTO-2026-06-08-16-47-08 3.json | PHOTO-2026-06-08-16-47-08 4.json | PHOTO-2026-06-08-16-47-08 5.json | PHOTO-2026-06-08-16-47-08 6.json | PHOTO-2026-06-08-16-47-08 7.json | PHOTO-2026-06-08-16-47-09 2.json | PHOTO-2026-06-08-16-47-09 3.json | PHOTO-2026-06-08-16-47-09 4.json | PHOTO-2026-06-08-16-47-09 5.json | PHOTO-2026-06-08-16-47-09 6.json | PHOTO-2026-06-08-16-47-09 7.json | PHOTO-2026-06-08-16-47-09.json,13 lignes; prix=['230.0']; images=14
merged_duplicate_reference,2713/14,PHOTO-2026-06-08-16-49-08 2.json,2 lignes; prix=['75.0']; images=1
merged_duplicate_reference,2736,PHOTO-2026-06-08-16-49-09 2.json,2 lignes; prix=['120.0']; images=1
missing_price_imported_inactive,3126,PHOTO-2026-06-08-16-49-15 4.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,3141,PHOTO-2026-06-08-16-49-18 2.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,3373,PHOTO-2026-06-08-16-49-23 6.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,3208,PHOTO-2026-06-08-16-49-24 2.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,3206,PHOTO-2026-06-08-16-49-24 7.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,3181/82,PHOTO-2026-06-08-16-49-25 2.json | PHOTO-2026-06-08-16-49-25.json,2 lignes; prix=['75.0']; images=2
merged_duplicate_reference,8154,PHOTO-2026-06-08-16-52-50 2.json | PHOTO-2026-06-08-16-52-50 3.json,2 lignes; prix=['65.0']; images=2
merged_duplicate_reference,8155,PHOTO-2026-06-08-16-52-50 4.json | PHOTO-2026-06-08-16-52-50 5.json,2 lignes; prix=['65.0']; images=2
merged_duplicate_reference,8294,PHOTO-2026-06-08-16-52-50 6.json | PHOTO-2026-06-08-16-52-51.json,2 lignes; prix=['95.0']; images=0
missing_price_imported_inactive,8248,PHOTO-2026-06-08-16-52-52 7.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,8167/2-1-2,PHOTO-2026-06-08-16-52-55 3.json | PHOTO-2026-06-08-16-52-55 4.json,2 lignes; prix=['220.0']; images=0
merged_duplicate_reference,8169/2-1-2,PHOTO-2026-06-08-16-52-55 5.json | PHOTO-2026-06-08-16-52-55 6.json,2 lignes; prix=['220.0']; images=0
merged_duplicate_reference,8173/2-1-2,PHOTO-2026-06-08-16-52-55 7.json | PHOTO-2026-06-08-16-52-56.json,2 lignes; prix=[]; images=0
missing_price_imported_inactive,8173/2-1-2,PHOTO-2026-06-08-16-52-55 7.json | PHOTO-2026-06-08-16-52-56.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,8254,PHOTO-2026-06-08-16-52-55.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,8191/2-1-2,PHOTO-2026-06-08-16-52-56 4.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,8197/2-1-2,PHOTO-2026-06-08-16-52-57 2.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,8281/2-1-2,PHOTO-2026-06-08-16-52-57 3.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,8292,PHOTO-2026-06-08-16-52-57 8.json,2 lignes; prix=['280.0']; images=2
merged_duplicate_reference,8297/2-1-2,PHOTO-2026-06-08-16-52-58 2.json | PHOTO-2026-06-08-16-52-58 3.json,2 lignes; prix=['280.0']; images=0
merged_duplicate_reference,8178/2-1-2,PHOTO-2026-06-08-16-52-58 4.json | PHOTO-2026-06-08-16-52-58 5.json,2 lignes; prix=['190.0']; images=2
missing_price_imported_inactive,8285/2-1-2,PHOTO-2026-06-08-16-52-59 2.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,8274/2-1,PHOTO-2026-06-08-16-52-59 3.json | PHOTO-2026-06-08-16-53-00.json,2 lignes; prix=['350.0']; images=0
merged_duplicate_reference,8274/2-2,PHOTO-2026-06-08-16-52-59 3.json | PHOTO-2026-06-08-16-53-00.json,4 lignes; prix=['680.0']; images=0
missing_price_imported_inactive,8283/2-1-2,PHOTO-2026-06-08-16-52-59.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,8175/2-1-2,PHOTO-2026-06-08-16-53-01 2.json | PHOTO-2026-06-08-16-53-01.json,2 lignes; prix=['190.0']; images=2
merged_duplicate_reference,8165/2-1-2,PHOTO-2026-06-08-16-53-01 3.json | PHOTO-2026-06-08-16-53-01 4.json,2 lignes; prix=['220.0']; images=2
merged_duplicate_reference,8432/2-1-2,PHOTO-2026-06-08-16-53-03 3.json,2 lignes; prix=['350.0']; images=1
merged_duplicate_reference,8387,PHOTO-2026-06-08-16-53-04 4.json,3 lignes; prix=['240.0']; images=1
merged_duplicate_reference,8383,PHOTO-2026-06-08-16-53-04 5.json,2 lignes; prix=['190.0']; images=1
merged_duplicate_reference,8372/3-1-2-3,PHOTO-2026-06-08-16-53-04 7.json | PHOTO-2026-06-08-16-53-05 2.json,3 lignes; prix=['270.0']; images=2
merged_duplicate_reference,8144/2-1,PHOTO-2026-06-08-16-53-05 4.json,2 lignes; prix=['145.0']; images=1
missing_price_imported_inactive,8375/3-1-2-3,PHOTO-2026-06-08-16-53-05.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,8076.,PHOTO-2026-06-08-16-55-30 2.json | PHOTO-2026-06-08-16-55-30.json,2 lignes; prix=['2800.0']; images=2
merged_duplicate_reference,8075,PHOTO-2026-06-08-16-55-30 3.json | PHOTO-2026-06-08-16-55-30 4.json,3 lignes; prix=['2500.0']; images=2
merged_duplicate_reference,SJ 1381,PHOTO-2026-06-08-16-55-31 2.json,2 lignes; prix=['4950.0']; images=1
merged_duplicate_reference,SC 151,PHOTO-2026-06-08-16-55-31 4.json,2 lignes; prix=['3200.0']; images=1
merged_duplicate_reference,SC 150,PHOTO-2026-06-08-16-55-31 5.json | PHOTO-2026-06-08-16-55-43 4.json,"2 lignes; prix=['2200.0', '3200.0']; images=2"
merged_duplicate_reference,SC 149,PHOTO-2026-06-08-16-55-31 6.json | PHOTO-2026-06-08-16-55-32.json,2 lignes; prix=['3200.0']; images=1
missing_price_imported_inactive,A 29.,PHOTO-2026-06-08-16-55-34.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,CJ 1250.,PHOTO-2026-06-08-16-55-35 3.json | PHOTO-2026-06-08-16-55-39 3.json,3 lignes; prix=['2950.0']; images=2
missing_price_imported_inactive,A 2337,PHOTO-2026-06-08-16-55-40 7.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,C 919,PHOTO-2026-06-08-16-55-40.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,8191,PHOTO-2026-06-08-16-55-41 4.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,8190,PHOTO-2026-06-08-16-55-41 5.json,3 lignes; prix=['650.0']; images=1
merged_duplicate_reference,92323,PHOTO-2026-06-08-16-55-41 6.json,2 lignes; prix=['1300.0']; images=1
missing_price_imported_inactive,A 001,PHOTO-2026-06-08-16-55-42 4.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,kd 022,PHOTO-2026-06-08-16-55-42 6.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,2377,PHOTO-2026-06-08-16-55-42.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,SS 016,PHOTO-2026-06-08-16-55-43 2.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,A188,PHOTO-2026-06-08-16-55-43 5.json,2 lignes; prix=['3950.0']; images=1
missing_price_imported_inactive,118,PHOTO-2026-06-08-16-55-44 3.json,"price=0, is_available_on_site=false"
missing_price_imported_inactive,c 926,PHOTO-2026-06-08-16-55-44 7.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,kd 242,PHOTO-2026-06-08-16-55-44.json,2 lignes; prix=['3200.0']; images=1
missing_price_imported_inactive,js 28 A,PHOTO-2026-06-08-16-55-45 3.json,"price=0, is_available_on_site=false"
merged_duplicate_reference,A 2339,PHOTO-2026-06-08-16-55-45 6.json,2 lignes; prix=['3450.0']; images=1
merged_duplicate_reference,rim005,PHOTO-2026-06-08-17-10-48 2.json | PHOTO-2026-06-08-17-10-48 3.json | PHOTO-2026-06-08-17-10-48 4.json | PHOTO-2026-06-08-17-10-49 2.json | PHOTO-2026-06-08-17-10-49.json,"5 lignes; prix=['14.8', '1480.0']; images=5"
