id,name,slug,reference,marque,rubrique,categorie,famille,description,url_image1,url_image2,url_image3,url_image4,url_image5,price,colors,sizes,stock,weight,badge,is_active,is_featured,is_new,is_bestseller,rating,reviews_count,created_at,updated_at,category_id,subcategory_id,care_instructions,origin_country,collection_name,seo_title,seo_description,price_wholesale,wholesale_min_qty,is_available_on_site
95,Lustre suspendu en LED doré à motif hexagonal blanc,lustre-suspendu-en-led-dore-a-motif-he-agonal-blanc,12063/3 LED,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustre,"Ce lustre suspendu moderne se caractérise par ses trois tubes LED dorés avec motif hexagonal blanc à l'intérieur. Son design épuré et élégant apporte une ambiance contemporaine à votre espace de vie. Idéal pour éclairer de manière décorative le salon, la salle à manger ou l'entrée, il combine fonctionnalité et style chic dans des intérieurs modernes marocains.",backend/uploads/products/photo-2026-06-08-15-49-09.jpg,,,,,120.63,"[""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
96,Lustre en cristal argenté à éléments suspendus,lustre-en-cristal-argente-a-elements-suspendus,3381/40,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu en cristal présente un design moderne avec un cadre en métal argenté et des éléments décoratifs en cristal qui diffusent une lumière chaleureuse. Son style élégant et brillant en fait un choix parfait pour illuminer un salon, une salle à manger ou un espace de réception, apportant une ambiance sophistiquée et une touche de luxe à votre intérieur marocain.",backend/uploads/products/photo-2026-06-08-15-49-10-2.jpg,,,,,850.00,"[""Argenté"",""Cristal""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
97,Lustre en cristal argenté à forme classique,lustre-en-cristal-argente-a-forme-classique,95540,,Mobilier,,,"Suspension lumineuse élégante en cristal avec structure en métal argenté, conçue pour ajouter une touche de luxe à un salon ou une salle à manger. Son design moderne et ses éléments en cristal réfléchissent la lumière pour créer une ambiance sophistiquée. Parfaite pour illuminer un espace de réception ou une pièce à vivre, cette suspension allie fonctionnalité et décoration, apportant brillance et élégance à votre intérieur marocain contemporains.",backend/uploads/products/photo-2026-06-08-15-49-10-3.jpg,,,,,780.00,"[""Argenté""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
98,Lustre en cristal doré,lustre-en-cristal-dore-3,6689,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu en cristal affiche un design élégant avec un cadre doré rehaussé de multiples ampoules simulant des bougies. Sont ornés de nombreux détails en cristaux brillants qui diffusent la lumière avec éclat. Parfait pour une salle à manger ou un salon, ce luminaire ajoute une touche sophistiquée et une ambiance chaleureuse à l'espace intérieur. Son style classique et luxueux en fait un élément décoratif incontournable pour une décoration intérieure raffinée au Maroc.",backend/uploads/products/photo-2026-06-08-15-49-10-4.jpg,,,,,1950.00,"[""Orange""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
99,Lustre suspendu à globes en verre opaque,lustre-suspendu-a-globes-en-verre-opaque,XD 0012,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre suspendu moderne est caractérisé par sa structure en cuir noir et ses six globes en verre opaque diffusant une lumière douce. Il apporte une touche d’élégance contemporaine à votre espace intérieur, idéal pour la salle à manger ou le salon. Sa conception unique avec des rubans de cuir apportera de la sophistication sans surcharge visuelle. Facile à intégrer dans un décor moderne ou minimaliste, il crée une ambiance chaleureuse et accueillante tout en étant un véritable point focal décoratif.",backend/uploads/products/photo-2026-06-08-15-49-11-2.jpg,,,,,980.00,"[""Noir""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
100,Lustre en spirale moderne en finition blanche,lustre-en-spirale-moderne-en-finition-blanche,5005,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Suspension lumineuse moderne en forme de spirale avec éclairage LED intégré. Son design contemporain apporte une ambiance élégante et lumineuse dans un salon, une salle à manger ou une entrée moderne. La structure en finition blanche crée un look épuré et sophistiqué, parfait pour compléter une décoration intérieure élégante au Maroc.",backend/uploads/products/photo-2026-06-08-15-49-11.jpg,,,,,5.50,"[""Blanc""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
101,Lustre moderne à huit globes en verre doré,lustre-moderne-a-huit-globes-en-verre-dore,D9806/6+4,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre suspendu arbore un design moderne avec huit globes en verre à effet texturé, ornés d'une finition dorée qui apporte une touche d'élégance à votre espace intérieur. Idéal pour apporter une lumière chaleureuse et une ambiance raffinée dans le salon, la salle à manger ou la chambre, ce luminaire décore avec style tout en fournissant une illumination efficace.",backend/uploads/products/photo-2026-06-08-15-49-13-2.jpg,,,,,580.00,"[""Orange""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
102,Lustre en cristal moderne,lustre-en-cristal-moderne-2,P 8078/100,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu en cristal présente un design élégant avec de multiples pendentifs en cristal qui diffusent la lumière de manière raffinée. Son style contemporain et sa finition brillante apportent une touche de luxe à tout espace intérieur. Idéal pour sublimer une salle à manger, un salon ou un hall d'entrée, ce luminaire crée une ambiance chaleureuse et sophistiquée. Son allure brillante et ses formes fines en font un véritable élément décoratif qui attire le regard et valorise votre intérieur marocain moderne.",backend/uploads/products/photo-2026-06-08-15-49-13-3.jpg,,,,,1200.00,"[""Cristal""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
103,Lustre en cristal et métal doré à 4 branches,lustre-en-cristal-et-metal-dore-a-4-branches,25209/4,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu combine un cadre en métal doré avec des éléments en cristal, créant une pièce élégante et sophistiquée. Avec ses bougies décoratives simulant des ampoules et ses cristaux suspendus, il diffuse une lumière chaleureuse et raffinée. Idéal pour agrémenter un salon, une salle à manger ou une entrée, ce luminaire apporte une ambiance luxueuse et une touche de glamour à tout intérieur marocain contemporain ou classique.",backend/uploads/products/photo-2026-06-08-15-49-13.jpg,,,,,750.00,"[""Doré"",""Cristal""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
104,Lustre en cristal et métal doré à 6 branches,lustre-en-cristal-et-metal-dore-a-6-branches,25209/6,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu combine un cadre en métal doré avec des éléments en cristal, créant une pièce élégante et sophistiquée. Avec ses bougies décoratives simulant des ampoules et ses cristaux suspendus, il diffuse une lumière chaleureuse et raffinée. Idéal pour agrémenter un salon, une salle à manger ou une entrée, ce luminaire apporte une ambiance luxueuse et une touche de glamour à tout intérieur marocain contemporain ou classique.",backend/uploads/products/photo-2026-06-08-15-49-13.jpg,,,,,950.00,"[""Doré"",""Cristal""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
105,Lustre suspendu à huit abat-jours en verre,lustre-suspendu-a-huit-abat-jours-en-verre,2035/8,,Luminaires > Luminaires suspendus > Lustres,,,"Ce lustre suspendu élégant combine un design moderne avec une finition en métal doré, doté de huit abat-jours en verre texturé translucide qui diffusent une lumière douce et chaleureuse. Idéal pour embellir un séjour ou une salle à manger, il apporte une touche de sophistication et de lumière raffinée à votre intérieur marocain contemporain.",backend/uploads/products/photo-2026-06-08-15-49-14-2.jpg,,,,,1600.00,"[""Blanc"",""Orange""]","[""8 abat-jours""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
106,Lustre moderne à globes en verre,lustre-moderne-a-globes-en-verre,9696,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustre,"Ce lustre suspendu moderne présente un design élégant avec une structure dorée et six globes en verre transparent. Son style contemporain s'intègre parfaitement dans un salon, une salle à manger ou une entrée, apportant une touche de sophistication et une lumière chaleureuse. Idéal pour créer une ambiance moderne et accueillante dans votre intérieur marocain, ce luminaire combine esthétique et fonctionnalité pour illuminer avec style.",backend/uploads/products/photo-2026-06-08-15-49-14-3.jpg,,,,,420.00,"[""Transparent"",""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
107,Lustre suspendu en verre texturé,lustre-suspendu-en-verre-te-ture,D9865/6L,,Luminaires,Luminaires suspendus,,"Suspension LED moderne composée de cinq sphères en verre texturé, associée à une structure métallique noire et dorée. Elle diffuse une lumière chaleureuse et élégante, idéale pour sublimer un salon, une salle à manger ou une entrée. Son design contemporain et ses matériaux de qualité apportent une touche raffinée et une ambiance cosy à votre intérieur marocain.",backend/uploads/products/photo-2026-06-08-15-49-14.jpg,,,,,580.00,"[""Orange"",""Transparent""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
108,Lustre suspendu avec globes lumineux,lustre-suspendu-avec-globes-lumineu,XD 0015,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre suspendu moderne dispose d'une structure élégante en rubans métalliques argentés soutenant plusieurs globes lumineux en forme de sphères blanches. Avec son design contemporain, il constitue un élément décoratif remarquable dans un salon ou une salle à manger, apportant une ambiance chaleureuse et une lumière douce. Facile à intégrer dans un intérieur moderne ou minimaliste, ce luminaire illumine élégamment vos espaces de vie.",backend/uploads/products/photo-2026-06-08-15-49-15.jpg,,,,,980.00,"[""Argenté""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
109,Lustre moderne en cercle doré avec cristaux,lustre-moderne-en-cercle-dore-avec-cristau,1751,,Luminaires > Luminaires suspendus > Lustres,Luminaires suspendus,Luminaires suspendus,"Ce lustre suspendu élégant présente une structure circulaire en finition dorée avec un design contemporain orné de cristaux transparents. Son style moderne et sophistiqué en fait un choix parfait pour embellir un salon, une salle à manger ou un espace de réception, apportant une ambiance chaleureuse et une lumière diffuse pour une décoration intérieure raffinée.",backend/uploads/products/photo-2026-06-08-15-49-16-3.jpg,,,,,395.00,"[""Orange""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
110,Lustre moderne à huit abat-jour en tissu blanc,lustre-moderne-a-huit-abat-jour-en-tissu-blanc,2039/8,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Luminaires suspendus,"Ce lustre suspendu moderne combine une structure en métal b rose et des abat-jour en tissu blanc, créant une pièce élégante adaptée à un salon ou une salle à manger. Son design contemporain apporte une lumière douce et chaleureuse, idéale pour une ambiance cosy et sophistiquée dans un intérieur marocain contemporain ou classique. Il se fixe aisément au plafond, diffusant une lumière uniforme pour mettre en valeur l’espace où il est installé.",backend/uploads/products/photo-2026-06-08-15-49-16-4.jpg,,,,,1350.00,"[""Blanc"",""Gris""]","[""8 abat-jour""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
111,Lustre en cristal,lustre-en-cristal-4,3381,,Luminaires > Luminaires suspendus > Lustres,,,"Ce lustre suspendu élégant en cristal est doté de multiples cristaux réfléchissants qui diffusent une lumière chaleureuse et crée une ambiance raffinée. Son design contemporain avec une finition en métal noir apportera une touche de luxe à votre salon, salle à manger ou entrée. Facile à fixer, il devient un point focal dans tout espace de vie moderne ou sophistiqué.",backend/uploads/products/photo-2026-06-08-15-49-16-6.jpg,,,,,1450.00,"[""Transparent"",""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
112,Suspension en cuir avec globes en verre,suspension-en-cuir-avec-globes-en-verre,XD 0013,,Luminaires > Luminaires suspendus > Suspensions,Suspensions,Suspensions à design contemporain,"Cette suspension moderne combine un design élégant avec une structure en cuir de couleur marron et des globes en verre diffusant une lumière douce. Idéale pour apporter une ambiance chaleureuse dans un salon, une salle à manger ou une entrée, elle constitue un point focal décoratif tout en assurant une luminosité efficace. Son style contemporain s'intègre parfaitement dans un intérieur marocain moderne ou éclectique, ajoutant une touche d'élégance et de convivialité à votre espace de vie.",backend/uploads/products/photo-2026-06-08-15-49-17-2.jpg,,,,,980.00,"[""Marron""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
113,Lustre à anneaux lumineux dorés,lustre-a-anneau-lumineu-dores,12196,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Luminaires suspendus,"Ce lustre contemporain se distingue par ses trois anneaux lumineux suspendus, ornés de finitions dorées qui apportent une touche élégante à votre intérieur. Sa conception épurée et moderne diffuse une lumière chaleureuse et diffuse, idéale pour embellir un salon, une salle à manger ou un espace de réception. Son design sophistiqué et son effet lumineux accentuent la décoration de pièce avec style et chic. Facile à intégrer dans un intérieur moderne ou minimaliste, il crée une ambiance accueillante et raffinée, tout en étant un véritable élément décoratif qui capte l'attention.",backend/uploads/products/photo-2026-06-08-15-49-17-7.jpg,,,,,450.00,"[""Orange"",""Blanc""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
114,Lustre intérieur en métal doré avec globes en verre,lustre-interieur-en-metal-dore-avec-globes-en-verre,31502,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre suspendu au design contemporain est composé de plusieurs globes en finition satinée dorée avec un détail en verre transparent à la base. Il crée une ambiance élégante et moderne, idéale pour la salle à manger ou le salon. Sa structure sophistiquée ajoute une touche de luxe et d’éclat à tout espace intérieur moderne au Maroc.",backend/uploads/products/photo-2026-06-08-15-49-17.jpg,,,,,580.00,"[""Doré"",""Transparent""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
115,Lustre suspendu en cristal et métal noir,lustre-suspendu-en-cristal-et-metal-noir,1011,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre suspendu moderne dispose de bras en métal noir avec des abat-jour en cristal qui diffusent une lumière élégante et chaleureuse. Son design sophistiqué s’intègre parfaitement dans un salon ou une salle à manger contemporaine, apportant un contraste lumineux et décoratif élégant. Sa finition en cristal et en métal noir en fait un élément central pour sublimer votre intérieur avec une touche de luxe. Adapté aux espaces où l’on souhaite une ambiance sophistiquée et lumineuse, ce luminaire illumine avec style tout en ajoutant une note d’élégance à votre décoration intérieure.",backend/uploads/products/photo-2026-06-08-15-49-18-3.jpg,,,,,1100.00,"[""Noir"",""Cristal""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
116,Lustre en cristal doré à plusieurs bras,lustre-en-cristal-dore-a-plusieurs-bras,6689/10+5,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustre,"Ce chandelier suspendu allie élégance et luxe avec ses multiples branches en cristal transparent et ses détails dorés. Son design classique avec une touche de modernité apportera une ambiance sophistiquée à un salon, une salle à manger ou une entrée spacieuse. Idéal pour sublimer les espaces où la lumière et la décoration jouent un rôle central, ce lustre diffuse une lumière chaleureuse grâce à ses ampoules en forme de bougies.",backend/uploads/products/photo-2026-06-08-15-49-18-4.jpg,,,,,4800.00,"[""Transparent"",""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
117,Statue décorative en forme de personnage futuriste,statue-decorative-en-forme-de-personnage-futuriste,9820,,Décoration,,,"Statue décorative Fantaisiste représentant un personnage avec une tête de tête en forme de casque ou d'astronaute, habillé d'une veste en matière synthétique argentée et de pantalons noirs. Cette pièce apportera une touche moderne et ludique à tout intérieur contemporain ou enfantin, idéale pour décorer un salon, une chambre ou un espace de jeux.",backend/uploads/products/photo-2026-06-08-15-50-56.jpg,,,,,295.00,"[""Argenté"",""Noir""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
118,Lampe de table dorée avec abat-jour en tissu blanc,lampe-de-table-doree-avec-abat-jour-en-tissu-blanc,T 2688,,Décoration,Objets décoratifs,Luminaires > Lamps > Lampes de table et lampadaires,"Cette lampe de table design allie élégance et modernité avec sa finition dorée et son abat-jour en tissu blanc translucide. Son style contemporain en fait un élément décoratif à part entière, idéal pour sublimer une table ou un coin lecture dans un intérieur marocain moderne. Sa structure raffinée en métal doré assure stabilité et esthétique, apportant une ambiance chaleureuse et sophistiquée à votre espace de vie ou de travail.",backend/uploads/products/photo-2026-06-08-15-50-57-2.jpg,,,,,320.00,"[""Blanc"",""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
119,Lampe de bureau LED moderne,lampe-de-bureau-led-moderne,TC 001,,Mobilier > Éclairage > Lampes de bureau,Lampes de bureau,Lampes de bureau LED,"Lampe de bureau LED au design contemporain, avec un bras réglable et un panneau lumineux rectangulaire. Son style épuré et sa finition blanche en font un éclairage fonctionnel et élégant pour un espace de travail ou un bureau à domicile. La lampe diffuse une lumière claire idéale pour le travail ou la lecture. Elle peut être placée sur un bureau, une table d'appoint ou une étagère, apportant une touche moderne à votre décoration intérieure.",backend/uploads/products/photo-2026-06-08-15-50-57-5.jpg,,,,,135.00,"[""Blanc""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
120,Lampe de table moderne en métal doré avec abat-jour gris,lampe-de-table-moderne-en-metal-dore-avec-abat-jour-gris,2203,,Mobilier,,,"Lampe de table élégante au design moderne avec base en métal doré et abat-jour gris clair. Sa structure fine et raffinée en fait un élément décoratif idéal pour un bureau, un salon ou une chambre. Elle diffuse une lumière douce, créant une ambiance chaleureuse et sophistiquée dans votre intérieur marocain contemporain.",backend/uploads/products/photo-2026-06-08-15-51-00-3.jpg,,,,,320.00,"[""Gris"",""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
121,Lampe de table design,lampe-de-table-design,T3226,,Décoration,Luminaires > Lampes de table,Lampes sur socle,"Cette lampe de table élégante combine un style contemporain avec une finition métallique dorée et un abat-jour en tissu gris clair. Son design épuré et sophistiqué en fait un complément parfait pour un salon ou une chambre à coucher, apportant une lumière douce et une atmosphère chaleureuse. Elle peut être placée sur une table d'appoint, une commode ou un bureau pour créer une ambiance cosy et moderne dans un intérieur marocain contemporain.",backend/uploads/products/photo-2026-06-08-15-51-00-6.jpg,,,,,280.00,"[""Gris"",""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
122,Lampadaire design contemporain,lampadaire-design-contemporain,T3226/3,,Mobilier,Luminaire > Lampadaire,,"Ce lampadaire moderne se distingue par son design élégant avec trois bras de tailles différentes, chacun équipé d'un abat-jour en tissu gris foncé. La structure métallique noire avec des détails dorés lui confère une allure sophistiquée et contemporaine. Idéal pour créer une ambiance chaleureuse dans un salon ou une salle à manger. Il ajoute une touche de modernité et d'élégance à tout espace intérieur, tout en fournissant un éclairage fonctionnel et décoratif.",backend/uploads/products/photo-2026-06-08-15-51-00.jpg,,,,,650.00,"[""Gris"",""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
123,Lampadaire design doré,lampadaire-design-dore,2258,,Décoration,,,"Lampadaire au design élégant avec base en métal doré brillant et abat-jour en plastique transparent effet cristal, idéal pour apporter une touche moderne et sophistiquée à votre intérieur. Sa hauteur permet d’éclairer efficacement un salon ou un coin lecture tout en créant une ambiance chaleureuse et raffinée, parfait pour un intérieur contemporain marocain.",backend/uploads/products/photo-2026-06-08-15-51-01-2.jpg,,,,,650.00,"[""Orange""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
124,Lampadaire en métal doré avec abat-jour métallisé,lampadaire-en-metal-dore-avec-abat-jour-metallise,L 2688,,Mobilier > Éclairage > Lampadaires,Lampadaires,Lampadaires design,"Ce lampadaire sophistiqué se distingue par sa structure en métal doré de style contemporain, orné d’un abat-jour en tissu à effet métallisé qui diffuse une lumière chaleureuse. Conçu pour apporter une touche de luxe et d’élégance dans un salon, une salle à manger ou un espace de réception, il combine fonctionnalité et décoration. Sa finition dorée moderne enrichit le style intérieur tout en offrant un éclairage optimal pour créer une ambiance cosy et raffinée.",backend/uploads/products/photo-2026-06-08-15-51-01.jpg,,,,,650.00,"[""Beige""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
125,Lampadaire moderne doré avec abat-jour blanc,lampadaire-moderne-dore-avec-abat-jour-blanc,L2203,,Mobilier,Luminaires > Lampadaires,,"Lampadaire élégant au design moderne avec un cadre en métal doré et un abat-jour en tissu blanc. Sa structure épurée et sophistiquée en fait un éclairage idéal pour le coin salon ou la chambre, apportant une ambiance chaleureuse et contemporaine. Facile à intégrer dans un intérieur marocain contemporain, il sert à créer une ambiance cosy tout en étant fonctionnel. Une pièce de décoration lumineuse qui combine style et praticité.",backend/uploads/products/photo-2026-06-08-15-51-02-2.jpg,,,,,650.00,"[""Blanc"",""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
126,Objet décoratif en forme de J avec boules,objet-decoratif-en-forme-de-j-avec-boules,9824,,Décoration,Objets décoratifs,Statues et figurines,"Cette statue decorative moderne en forme de lettre 'J' possède une finition douce avec deux boules blanches en haut, apportant une touche contemporaine à votre intérieur. Parfait pour embellir un salon, une entrée ou un bureau, cet objet ajoute une esthétique minimaliste et élégante à votre décoration intérieure.",backend/uploads/products/photo-2026-06-08-15-51-02-3.jpg,,,,,285.00,"[""Beige""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
127,Lampadaire ballons blanc et noir,lampadaire-ballons-blanc-et-noir,6118,,Mobilier,,,"Lampadaire moderne composé d'une série de ballons lumineux blanc et noir, fixés à une structure fine et élancée, adapté pour décorer un espace intérieur ou un jardin, apportant une ambiance contemporaine et élégante. Son design aérien en fait un élément décoratif idéal pour un séjour, une salle à manger ou une réception.",backend/uploads/products/photo-2026-06-08-15-51-02-4.jpg,,,,,750.00,"[""Blanc"",""Noir""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
128,Lustre suspendu design moderne,lustre-suspendu-design-moderne,9801,,Luminaires > Lustres,Luminaires suspendus,,"Ce lustre suspendu moderne se compose d'une structure dorée élégante, ornée de plusieurs sphères en verre opale blanc et jaune, créant un effet lumineux et contemporain idéal pour un salon ou une salle à manger. Son design épuré et ses couleurs douces apportent une ambiance chaleureuse et raffinée à votre intérieur, tout en fournissant un éclairage diffusif et décoratif.",backend/uploads/products/photo-2026-06-08-15-51-04-2.jpg,,,,,320.00,"[""Blanc"",""Jaune"",""Orange""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
129,Lustre suspendu design rond en finition dorée avec éléments lumineux circulaires,lustre-suspendu-design-rond-en-finition-doree-avec-elements-lumineu-circulaires,A1007,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustre,"Ce lustre suspendu moderne présente un design élégant avec une finition en doré et des éléments lumineux circulaires. Son style contemporain en fait une pièce maîtresse idéale pour éclairer et décorer un salon, une salle à manger ou une entrée avec sophistication. La diffusion de la lumière est douce, créant une ambiance chaleureuse et accueillante dans votre intérieur marocain.",backend/uploads/products/photo-2026-06-08-15-51-05-2.jpg,,,,,295.00,"[""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
130,Lustre suspendu en forme d'ovale avec LED intégrée,lustre-suspendu-en-forme-dovale-avec-led-integree,A929BK,,Luminaires > Luminaires suspendus > Lustres,Luminaires suspendus,Lustre,"Ce lustre suspendu au design contemporain présente une structure élancée en forme d'ovale, encadrée d'une lumière LED intégrée qui diffuse une lumière douce et régulière. Son style épuré et sa finition noire avec éclairage intégré en font une pièce décorative élégante, parfaite pour apporter une touche moderne et sophistiquée dans un salon, une salle à manger ou un espace de réception. Facile à installer, il contribue à créer une ambiance chaleureuse et raffinée dans tout intérieur au style marocain moderne ou contemporain.",backend/uploads/products/photo-2026-06-08-15-51-05-3.jpg,,,,,190.00,"[""Noir""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
131,Applique murale dorée à design contemporain,applique-murale-doree-a-design-contemporain,A921FGD,,Décoration,Décoration murale,Appliques murales,"Applique murale élégante avec finition dorée et design contemporain. Elle diffuse une lumière chaleureuse qui met en valeur votre intérieur. Son style épuré et moderne en fait un choix parfait pour le salon, la chambre ou l'entrée. Facile à installer, cette lampe décorative ajoute une touche sophistiquée à tout espace de vie, tout en offrant une lumière douce pour créer une ambiance accueillante.",backend/uploads/products/photo-2026-06-08-15-51-05-4.jpg,,,,,170.00,"[""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
132,Lustre suspendu doré moderne,lustre-suspendu-dore-moderne,5064,,Luminaires > Luminaires suspendus,Lustres,Luminaires suspendus,"Ce luminaire suspendu possède un design contemporain avec une finition dorée élégante. La structure mince et la sphère illuminée apportent une touche moderne et sophistiquée à tout espace intérieur, idéal pour le salon, la salle à manger ou une entrée. Sa lumière douce et diffuse crée une ambiance chaleureuse tout en décorant élégamment votre pièce.",backend/uploads/products/photo-2026-06-08-15-51-06-3.jpg,,,,,175.00,"[""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
133,Applique murale décorative en métal doré avec panneau lumineux intégré,applique-murale-decorative-en-metal-dore-avec-panneau-lumineu-integre,A910,,Décoration,Appliques murales,Éclairage mural,"Applique murale moderne avec un design élégant et épuré, comportant une structure en métal doré avec un panneau lumineux intégré. La lumière douce et uniforme crée une ambiance chaleureuse et sophistiquée, parfait pour le salon, l'entrée ou une chambre à coucher. Facile à installer, ce luminaire s'intègre harmonieusement dans une décoration contemporaine ou élégante. Son style minimaliste met en valeur la pièce tout en apportant une lumière fonctionnelle et décorative.",backend/uploads/products/photo-2026-06-08-15-51-06.jpg,,,,,180.00,"[""Beige"",""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
134,Lampe décorative moderne avec Globes en verre blanc,lampe-decorative-moderne-avec-globes-en-verre-blanc,RT 9272-C,,Décoration,Luminaires > Lampes de table et de bureau,Lampes design,"Lampe décorative moderne avec structure en métal noir et deux globes en verre blanc opale diffusant une lumière douce. Son design élégant et contemporain en fait un objet idéal pour apporter une touche sophistiquée à un salon, une chambre ou un espace de réception. Elle combine à la fois fonctionnalité et esthétique pour créer une ambiance chaleureuse et raffinée dans un intérieur marocain moderne.",backend/uploads/products/photo-2026-06-08-15-51-07-2.jpg,,,,,650.00,"[""Noir"",""Blanc""]","[""H 53cm/30cm""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
135,Lustre moderne avec deux globes lumineux,lustre-moderne-avec-deu-globes-lumineu,9227,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre contemporain se caractérise par un cadre noir en forme de rectangle arrondi, soutenant deux globes lumineux de design moderne. Les globes diffusent une lumière douce et chaleureuse, apportant une ambiance cosy et élégante dans un intérieur. Idéal pour une salle à manger, un salon ou une entrée, ce luminaire allie style minimaliste et fonctionnalité, créant un point focal décoratif et pratique dans tout espace de vie. Son design épuré s'intègre parfaitement dans une décoration moderne ou scandinave au marché marocain.",backend/uploads/products/photo-2026-06-08-15-51-07-3.jpg,,,,,550.00,"[""Noir"",""Blanc""]","[""H38 cm/25cm""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
136,Lampe de bureau moderne dorée,lampe-de-bureau-moderne-doree,T114 Bk,,Luminaires > Luminaires de bureau,Lampe de table,Lampe de lecture,"Cette lampe de bureau moderne combine un design minimaliste avec une finition en métal doré, idéale pour apporter une touche contemporaine à votre espace de travail ou de lecture. Son bras orientable permet d'ajuster la lumière selon vos besoins, offrant un éclairage ciblé. Elle peut être utilisée dans un bureau, une chambre ou un espace de lecture, en apportant fonctionnalité et élégance à l'ambiance. Son style épuré s'intègre parfaitement à un intérieur moderne ou scandinave, en contribuant à créer une atmosphère chaleureuse et pratique.",backend/uploads/products/photo-2026-06-08-15-51-07-5.jpg,,,,,280.00,"[""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
