source_json,image_index,product_index,detected_product_type,rubrique,categorie,famille,description,colors,price_box_regions,logo_regions,warnings,reference,name,size,price,confidence_reference,confidence_price
PHOTO-2026-06-08-15-51-03.json,1,1,Lustre à suspendre avec ballons décoratifs,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu unique est décoré avec un motif de ballons en plastique rouge et blanc, créant une ambiance ludique et festive. Son design léger et coloré en fait un choix parfait pour une salle à manger, une pièce de divertissement ou un espace destiné à la convivialité. La finition métallique dorée du support ajoute une touche d'élégance, permettant d'intégrer ce luminaire dans un intérieur moderne ou contemporain marocain, apportant une ambiance chaleureuse et dynamique à la pièce.","[""Rouge"",""Blanc""]","[{""x_min"":0.0,""y_min"":0.85,""x_max"":0.2,""y_max"":0.9,""confidence"":0.95},{""x_min"":0.75,""y_min"":0.88,""x_max"":1.0,""y_max"":0.92,""confidence"":0.92}]",[],[],6118,Lustre à ballons en plastique rouge et blanc,,750.0,0.99,0.98
PHOTO-2026-06-08-15-51-04 2.json,1,1,Lustre suspendu moderne,Luminaires > Lustres,Luminaires suspendus,,"Ce lustre suspendu moderne se compose d'une structure dorée élégante, ornée de plusieurs sphères en verre opale blanc et jaune, créant un effet lumineux et contemporain idéal pour un salon ou une salle à manger. Son design épuré et ses couleurs douces apportent une ambiance chaleureuse et raffinée à votre intérieur, tout en fournissant un éclairage diffusif et décoratif.","[""Blanc"",""Jaune"",""Orange""]","[{""x_min"":0.8,""y_min"":0.05,""x_max"":0.95,""y_max"":0.15,""confidence"":0.99}]",[],[],9801,Lustre suspendu design moderne,,320.0,0.99,0.98
PHOTO-2026-06-08-15-51-04 3.json,1,1,Lustre,Décoration,Luminaires suspendus,Lustres,"Ce lustre moderne se compose d'une structure dorée supportant un ensemble de boules en verre, dont certaines sont blanches et d'autres bleues, créant un effet visuel contemporain et élégant. Il diffuse une lumière douce et ambiante idéale pour le salon, salle à manger ou entrée, apportant une touche sophistiquée et colorée à votre décoration intérieure.","[""Blanc"",""Bleu""]","[{""x_min"":0.785,""y_min"":0.055,""x_max"":0.935,""y_max"":0.165,""confidence"":0.99}]",[],[],9801,Lustre sphérique moderne à boules en verre,,32.0,0.95,0.95
PHOTO-2026-06-08-15-51-04 3.json,1,2,Lustre,Décoration,Luminaires suspendus,Lustres,"Ce lustre moderne se compose d'une structure dorée supportant un ensemble de boules en verre, dont certaines sont blanches et d'autres bleues, créant un effet visuel contemporain et élégant. Il diffuse une lumière douce et ambiante idéale pour le salon, salle à manger ou entrée, apportant une touche sophistiquée et colorée à votre décoration intérieure.","[""Blanc"",""Bleu""]","[{""x_min"":0.785,""y_min"":0.055,""x_max"":0.935,""y_max"":0.165,""confidence"":0.99}]",[],[],9801,Lustre sphérique moderne à boules en verre,,32.0,0.95,0.95
PHOTO-2026-06-08-15-51-04.json,1,1,Figurine décorative astronautique,Décoration,,,"Figurine décorative représentant un astronaute dans une combinaison blanche avec détails rouges et dorés. L'astronaute tient une lampe en forme de globe lumineux, apportant une touche originale et moderne à un intérieur. Idéal pour décorer un salon, une chambre ou un espace tendance. Son design ludique et contemporain en fait un objet décoratif qui ajoute une ambiance futuriste et chaleureuse à tout espace de vie.","[""Blanc"",""Doré""]","[{""x_min"":0.72,""y_min"":0.18,""x_max"":0.89,""y_max"":0.29,""confidence"":0.95}]",[],[],,,,230.0,0.0,0.95
PHOTO-2026-06-08-15-51-05 2.json,1,1,Lustre suspendu moderne,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustre,"Ce lustre suspendu moderne présente un design élégant avec une finition en doré et des éléments lumineux circulaires. Son style contemporain en fait une pièce maîtresse idéale pour éclairer et décorer un salon, une salle à manger ou une entrée avec sophistication. La diffusion de la lumière est douce, créant une ambiance chaleureuse et accueillante dans votre intérieur marocain.","[""Doré""]","[{""x_min"":0.72,""y_min"":0.02,""x_max"":0.96,""y_max"":0.14,""confidence"":0.95}]","[{""x_min"":0.02,""y_min"":0.02,""x_max"":0.2,""y_max"":0.1,""confidence"":0.8}]",[],A1007,Lustre suspendu design rond en finition dorée avec éléments lumineux circulaires,,295.0,0.85,0.9
PHOTO-2026-06-08-15-51-05 2.json,1,2,Lustre suspendu moderne,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustre,"Ce lustre suspendu moderne présente un design élégant avec une finition en doré et des éléments lumineux circulaires. Son style contemporain en fait une pièce maîtresse idéale pour éclairer et décorer un salon, une salle à manger ou une entrée avec sophistication. La diffusion de la lumière est douce, créant une ambiance chaleureuse et accueillante dans votre intérieur marocain.","[""Doré""]","[{""x_min"":0.72,""y_min"":0.02,""x_max"":0.96,""y_max"":0.14,""confidence"":0.95}]","[{""x_min"":0.02,""y_min"":0.02,""x_max"":0.2,""y_max"":0.1,""confidence"":0.8}]",[],,Variante sans référence spécifique,,,0.4,0.2
PHOTO-2026-06-08-15-51-05 3.json,1,1,Lustre suspendu modern,Luminaires > Luminaires suspendus > Lustres,Luminaires suspendus,Lustre,"Ce lustre suspendu au design contemporain présente une structure élancée en forme d'ovale, encadrée d'une lumière LED intégrée qui diffuse une lumière douce et régulière. Son style épuré et sa finition noire avec éclairage intégré en font une pièce décorative élégante, parfaite pour apporter une touche moderne et sophistiquée dans un salon, une salle à manger ou un espace de réception. Facile à installer, il contribue à créer une ambiance chaleureuse et raffinée dans tout intérieur au style marocain moderne ou contemporain.","[""Noir""]","[{""x_min"":0.823,""y_min"":0.039,""x_max"":0.929,""y_max"":0.167,""confidence"":0.99}]",[],[],A929BK,Lustre suspendu en forme d'ovale avec LED intégrée,,190.0,0.95,0.97
PHOTO-2026-06-08-15-51-05 4.json,1,1,Applique murale,Décoration,Décoration murale,Appliques murales,"Applique murale élégante avec finition dorée et design contemporain. Elle diffuse une lumière chaleureuse qui met en valeur votre intérieur. Son style épuré et moderne en fait un choix parfait pour le salon, la chambre ou l'entrée. Facile à installer, cette lampe décorative ajoute une touche sophistiquée à tout espace de vie, tout en offrant une lumière douce pour créer une ambiance accueillante.","[""Doré""]","[{""x_min"":0.81,""y_min"":0.02,""x_max"":0.88,""y_max"":0.09,""confidence"":0.95}]",[],[],A921FGD,Applique murale dorée à design contemporain,,170.0,0.9,0.9
PHOTO-2026-06-08-15-51-05.json,1,1,Lampe,Décoration,Luminaires > Luminaires de table ou de sol,Lampes LED,"Lampe décorative aux formes de boules lumineuses rouges et blanches disposées sur un support en métal doré. Son design moderne et coloré apportera une touche dynamique et chaleureuse à un salon, une chambre ou un espace de réception. Facile à intégrer dans une décoration contemporaine ou colorée, cette lampe diffuse une lumière douce et confortable, idéale pour créer une ambiance conviviale et moderne dans votre intérieur marocain.","[""Rouge"",""Blanc""]","[{""x_min"":0.775,""y_min"":0.055,""x_max"":0.89,""y_max"":0.135,""confidence"":0.95},{""x_min"":0.785,""y_min"":0.055,""x_max"":0.89,""y_max"":0.135,""confidence"":0.94}]","[{""x_min"":0.01,""y_min"":0.02,""x_max"":0.15,""y_max"":0.08,""confidence"":0.9}]",[],,Lampe décorative à boules lumineuses colorées,,32.0,0.0,1.0
PHOTO-2026-06-08-15-51-05.json,1,2,Lampe,Décoration,Luminaires > Luminaires de table ou de sol,Lampes LED,"Lampe décorative aux formes de boules lumineuses rouges et blanches disposées sur un support en métal doré. Son design moderne et coloré apportera une touche dynamique et chaleureuse à un salon, une chambre ou un espace de réception. Facile à intégrer dans une décoration contemporaine ou colorée, cette lampe diffuse une lumière douce et confortable, idéale pour créer une ambiance conviviale et moderne dans votre intérieur marocain.","[""Rouge"",""Blanc""]","[{""x_min"":0.775,""y_min"":0.055,""x_max"":0.89,""y_max"":0.135,""confidence"":0.95},{""x_min"":0.785,""y_min"":0.055,""x_max"":0.89,""y_max"":0.135,""confidence"":0.94}]","[{""x_min"":0.01,""y_min"":0.02,""x_max"":0.15,""y_max"":0.08,""confidence"":0.9}]",[],,Lampe à design moderne avec boules lumineuses,,32.0,0.0,1.0
PHOTO-2026-06-08-15-51-06 2.json,1,1,Applique murale design,Décoration,Appliques murales,,"Applique murale moderne au design élégant, combinant un cercle lumineux encadré d'une finition noire et un centre en marbre blanc. Elle diffuse une lumière douce, idéale pour créer une ambiance chaleureuse dans un salon ou une chambre. Son style contemporain s'intègre parfaitement dans un intérieur sophistiqué. Elle sert à la fois de source lumineuse fonctionnelle et d'élément décoratif singulier.","[""Noir"",""Blanc""]","[{""x_min"":0.8,""y_min"":0.02,""x_max"":0.88,""y_max"":0.08,""confidence"":0.95}]",[],[],,,,175.0,0.0,0.99
PHOTO-2026-06-08-15-51-06 3.json,1,1,Lustre suspendu à design moderne,Luminaires > Luminaires suspendus,Lustres,Luminaires suspendus,"Ce luminaire suspendu possède un design contemporain avec une finition dorée élégante. La structure mince et la sphère illuminée apportent une touche moderne et sophistiquée à tout espace intérieur, idéal pour le salon, la salle à manger ou une entrée. Sa lumière douce et diffuse crée une ambiance chaleureuse tout en décorant élégamment votre pièce.","[""Doré""]","[{""x_min"":0.44,""y_min"":0.64,""x_max"":0.56,""y_max"":0.74,""confidence"":0.95}]",[],[],5064,Lustre suspendu doré moderne,,175.0,0.99,0.98
PHOTO-2026-06-08-15-51-06.json,1,1,Applique murale décorative,Décoration,Appliques murales,Éclairage mural,"Applique murale moderne avec un design élégant et épuré, comportant une structure en métal doré avec un panneau lumineux intégré. La lumière douce et uniforme crée une ambiance chaleureuse et sophistiquée, parfait pour le salon, l'entrée ou une chambre à coucher. Facile à installer, ce luminaire s'intègre harmonieusement dans une décoration contemporaine ou élégante. Son style minimaliste met en valeur la pièce tout en apportant une lumière fonctionnelle et décorative.","[""Beige"",""Doré""]","[{""x_min"":0.65,""y_min"":0.05,""x_max"":0.9,""y_max"":0.15,""confidence"":0.95},{""x_min"":0.74,""y_min"":0.86,""x_max"":0.88,""y_max"":0.94,""confidence"":0.88}]","[{""x_min"":0.02,""y_min"":0.02,""x_max"":0.2,""y_max"":0.12,""confidence"":0.98}]","[""Aucune zone de prix ou logo n'est obscurcie ou illisible.""]",A910,Applique murale décorative en métal doré avec panneau lumineux intégré,,180.0,0.99,0.95
PHOTO-2026-06-08-15-51-07 2.json,1,1,Lampe decorative,Décoration,Luminaires > Lampes de table et de bureau,Lampes design,"Lampe décorative moderne avec structure en métal noir et deux globes en verre blanc opale diffusant une lumière douce. Son design élégant et contemporain en fait un objet idéal pour apporter une touche sophistiquée à un salon, une chambre ou un espace de réception. Elle combine à la fois fonctionnalité et esthétique pour créer une ambiance chaleureuse et raffinée dans un intérieur marocain moderne.","[""Noir"",""Blanc""]","[{""x_min"":0.783,""y_min"":0.39,""x_max"":0.853,""y_max"":0.45,""confidence"":0.95},{""x_min"":0.783,""y_min"":0.628,""x_max"":0.853,""y_max"":0.687,""confidence"":0.95}]",[],[],RT 9272-C,Lampe décorative moderne avec Globes en verre blanc,H 53cm/30cm,650.0,0.99,0.99
PHOTO-2026-06-08-15-51-07 2.json,1,2,Lampe decorative,Décoration,Luminaires > Lampes de table et de bureau,Lampes design,"Lampe décorative moderne avec structure en métal noir et deux globes en verre blanc opale diffusant une lumière douce. Son design élégant et contemporain en fait un objet idéal pour apporter une touche sophistiquée à un salon, une chambre ou un espace de réception. Elle combine à la fois fonctionnalité et esthétique pour créer une ambiance chaleureuse et raffinée dans un intérieur marocain moderne.","[""Noir"",""Blanc""]","[{""x_min"":0.783,""y_min"":0.39,""x_max"":0.853,""y_max"":0.45,""confidence"":0.95},{""x_min"":0.783,""y_min"":0.628,""x_max"":0.853,""y_max"":0.687,""confidence"":0.95}]",[],[],,Lampe décorative moderne avec Globes en verre blanc,,,0.8,0.7
PHOTO-2026-06-08-15-51-07 3.json,1,1,Lustre,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre contemporain se caractérise par un cadre noir en forme de rectangle arrondi, soutenant deux globes lumineux de design moderne. Les globes diffusent une lumière douce et chaleureuse, apportant une ambiance cosy et élégante dans un intérieur. Idéal pour une salle à manger, un salon ou une entrée, ce luminaire allie style minimaliste et fonctionnalité, créant un point focal décoratif et pratique dans tout espace de vie. Son design épuré s'intègre parfaitement dans une décoration moderne ou scandinave au marché marocain.","[""Noir"",""Blanc""]","[{""x_min"":0.02,""y_min"":0.2,""x_max"":0.98,""y_max"":0.3,""confidence"":0.95},{""x_min"":0.02,""y_min"":0.7,""x_max"":0.98,""y_max"":0.8,""confidence"":0.94}]",[],[],9227,Lustre moderne avec deux globes lumineux,H38 cm/25cm,550.0,0.98,0.99
PHOTO-2026-06-08-15-51-07 3.json,1,2,Lustre,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre contemporain se caractérise par un cadre noir en forme de rectangle arrondi, soutenant deux globes lumineux de design moderne. Les globes diffusent une lumière douce et chaleureuse, apportant une ambiance cosy et élégante dans un intérieur. Idéal pour une salle à manger, un salon ou une entrée, ce luminaire allie style minimaliste et fonctionnalité, créant un point focal décoratif et pratique dans tout espace de vie. Son design épuré s'intègre parfaitement dans une décoration moderne ou scandinave au marché marocain.","[""Noir"",""Blanc""]","[{""x_min"":0.02,""y_min"":0.2,""x_max"":0.98,""y_max"":0.3,""confidence"":0.95},{""x_min"":0.02,""y_min"":0.7,""x_max"":0.98,""y_max"":0.8,""confidence"":0.94}]",[],[],9227,Lustre moderne avec deux globes lumineux,H38 cm/25cm,550.0,0.98,0.99
PHOTO-2026-06-08-15-51-07 4.json,1,1,Lustre de bureau moderne,Mobilier,Lustre suspendu,,"Ce luminaire suspendu allie un design contemporain à une finition élégante en verre opale et structure noire. Son style épuré et sa forme ronde en font un élément décoratif idéal pour moderniser un salon, une salle à manger ou un espace de travail. Il permet une diffusion lumineuse douce et homogène, créant une ambiance chaleureuse et raffinée dans tout intérieur marocain contemporain.","[""Transparent"",""Noir""]","[{""x_min"":0.7,""y_min"":0.1,""x_max"":0.95,""y_max"":0.2,""confidence"":0.95},{""x_min"":0.7,""y_min"":0.25,""x_max"":0.95,""y_max"":0.35,""confidence"":0.9}]",[],[],,,,550.0,0.0,0.95
PHOTO-2026-06-08-15-51-07 5.json,1,1,Lampe de bureau moderne,Luminaires > Luminaires de bureau,Lampe de table,Lampe de lecture,"Cette lampe de bureau moderne combine un design minimaliste avec une finition en métal doré, idéale pour apporter une touche contemporaine à votre espace de travail ou de lecture. Son bras orientable permet d'ajuster la lumière selon vos besoins, offrant un éclairage ciblé. Elle peut être utilisée dans un bureau, une chambre ou un espace de lecture, en apportant fonctionnalité et élégance à l'ambiance. Son style épuré s'intègre parfaitement à un intérieur moderne ou scandinave, en contribuant à créer une atmosphère chaleureuse et pratique.","[""Doré""]","[{""x_min"":0.45,""y_min"":0.75,""x_max"":0.55,""y_max"":0.85,""confidence"":0.95}]",[],[],T114 Bk,Lampe de bureau moderne dorée,,280.0,0.98,0.97
PHOTO-2026-06-08-15-51-07 6.json,1,1,Lampe de table,Luminaires,Lampes,Lampes de bureau et de lecture,"Lampe de bureau ou de lecture élégante avec bras ajustable en métal finition dorée, équipée d'un abat-jour en tissu blanc diffusant une lumière douce. Idéale pour un espace de travail moderne ou une chambre à coucher. Son design épuré et pratique apporte une touche de confort et de style à votre intérieur, tout en offrant un éclairage fonctionnel. Parfaite pour mettre en valeur un coin lecture ou pour compléter la décoration d’un bureau contemporain dans un intérieur marocain contemporain.","[""Blanc"",""Doré""]","[{""x_min"":0.21,""y_min"":0.69,""x_max"":0.29,""y_max"":0.77,""confidence"":0.95},{""x_min"":0.35,""y_min"":0.69,""x_max"":0.4,""y_max"":0.77,""confidence"":0.88}]",[],[],T 114 wh,Lampe de bureau dorée à bras ajustable,,280.0,1.0,1.0
PHOTO-2026-06-08-15-51-07 7.json,1,1,Lampe de lecture à bras articulé,Luminaires > Luminaires sur pied > Lampadaire,Lampadaires,Lampadaires,"Ce lampadaire moderne possède un design élancé avec un bras articulé permettant d'orienter la lumière selon les besoins. Son style minimaliste avec une finition noire en fait un élément élégant et pratique pour un espace de lecture ou un coin de détente. Idéal pour apporter une lumière ciblée dans le salon ou la chambre, il combine fonctionnalité et style contemporain.","[""Noir""]","[{""x_min"":0.1,""y_min"":0.7,""x_max"":0.3,""y_max"":0.75,""confidence"":0.95}]",[],[],,,,480.0,0.0,0.95
PHOTO-2026-06-08-15-51-07.json,1,1,Lustre,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce luminaire suspendu moderne se caractérise par une structure noire en métal encadrant deux globes diffusant une lumière chaleureuse. Son design contemporain et épuré apporte une touche élégante à un salon, une salle à manger ou une entrée. Facile à intégrer dans différents styles d’intérieur, il crée une ambiance cosy et sophistiquée. Idéal pour éclairer de manière fonctionnelle tout en décorant élégamment l’espace.","[""Noir""]","[{""x_min"":0.89,""y_min"":0.88,""x_max"":0.96,""y_max"":0.95,""confidence"":0.95},{""x_min"":0.73,""y_min"":0.87,""x_max"":0.8,""y_max"":0.94,""confidence"":0.97}]",[],[],,,,600.0,0.0,0.99
PHOTO-2026-06-08-15-51-08 2.json,1,1,Lampe de bureau LED moderna,Luminaires > Luminaires sur bureau > Lampes de bureau,Lampes de bureau,Lampes LED,"Cette lampe de bureau LED moderne combine design épuré et fonctionnalités innovantes. Elle dispose d’un bras ajustable permettant d’orienter la lumière selon les besoins, avec un éclairage blanc chaud et une finition blanche élégante. Idéale pour un espace de travail ou une étude à domicile, cette lampe assure un confort visuel optimal tout en apportant une touche de modernité à l’environnement professionnel ou personnel.","[""Blanc""]","[{""x_min"":0.8,""y_min"":0.05,""x_max"":0.92,""y_max"":0.15,""confidence"":0.95}]",[],[],,,,18.5,0.0,0.95
PHOTO-2026-06-08-15-51-08 3.json,1,1,Luminaires > Luminaires sur pied > Lampadaires,Luminaires,,,"Ce sont deux lampadaires debout au design moderne, équipés d'une tige fine et d'une tête lumineuse orientable. Un modèle en finition noire et un autre en finition blanche, parfaits pour éclairer un séjour, un bureau ou une entrée avec style contemporain. Leur design élancé et minimaliste apporte une ambiance chaleureuse et élégante à tout intérieur marocain.","[""Noir"",""Blanc""]","[{""x_min"":0.0,""y_min"":0.0,""x_max"":1.0,""y_max"":0.15,""confidence"":0.99}]",[],[],L 001,Lampadaire moderne lignes épurées,,550.0,1.0,1.0
PHOTO-2026-06-08-15-51-08 4.json,1,1,Luminaire > Plafonniers et suspension,Luminaires,Luminaires suspendus,,"Ce plafonnier moderne se distingue par sa forme sphérique et sa finition chaleureuse en teinte dorée. Son design épuré et élégant diffuse une lumière douce et homogène, idéale pour créer une ambiance chaleureuse dans un salon, une salle à manger ou une entrée. Facile à intégrer dans un intérieur contemporain, il apportera une touche sophistiquée tout en offrant une illumination efficace et agréable. Sa couleur dorée se marie parfaitement avec des décors aux tons neutres ou chaleureuses, apportant une ambiance cosy et raffinée à votre espace de vie.","[""Doré""]","[{""x_min"":0.02,""y_min"":0.02,""x_max"":0.2,""y_max"":0.1,""confidence"":0.95}]",[],[],B 8016,Plafonnier sphérique doré,35 cm,285.0,0.95,0.9
PHOTO-2026-06-08-15-51-08 5.json,1,1,Applique murale,Décoration,Décoration murale,,"Applique murale moderne de forme ronde avec un intérieur en miroir et une finition colorée extérieur bleu. Idéale pour apporter une touche contemporaine à un salon, une chambre ou un espace de réception. Sa conception simple et élégante diffuse une lumière discrète, tout en accentuant l’ambiance décorative de la pièce.","[""Bleu""]","[{""x_min"":0.84,""y_min"":0.5,""x_max"":0.94,""y_max"":0.58,""confidence"":0.98}]",[],[],8016,Applique murale ronde en verre teinté bleu,35 cm,285.0,0.95,0.9
PHOTO-2026-06-08-15-51-08 6.json,1,1,Lustre suspendu,Luminaires,Luminaires suspendus,,"Ce lustre suspendu au design contemporain se distingue par son cadre en métal doré avec des bandes lumineuses intégrées. Il crée une ambiance chaleureuse et moderne, idéal pour orner un salon, une salle à manger ou une entrée. Son style épuré et son éclairage diffus apportent une touche élégante et tendance à tout intérieur marocain moderne.","[""Doré""]","[{""x_min"":0.85,""y_min"":0.03,""x_max"":1.0,""y_max"":0.12,""confidence"":0.95}]",[],[],A925,Lustre contemporain doré avec bandes lumineuses,,220.0,0.9,0.95
PHOTO-2026-06-08-15-51-08 7.json,1,1,Lustre,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres suspendus,"Ce lustre suspendu présente un design moderne avec une structure en métal doré et un éclairage intégré dans une forme géométrique élégante. Idéal pour apporter une touche contemporaine dans un salon, une salle à manger ou un espace de réception, ce luminaire diffuse une lumière douce et chaleureuse tout en étant un élément décoratif sophistiqué. Sa finition dorée ajoute une note de luxe et de modernité à votre intérieur marocain, garantissant un éclairage à la fois fonctionnel et esthétique.","[""Doré""]","[{""x_min"":0.65,""y_min"":0.02,""x_max"":0.95,""y_max"":0.08,""confidence"":0.98}]",[],[],A926FGD,Lustre géométrique en métal doré,,220.0,0.99,0.95
PHOTO-2026-06-08-15-51-08.json,1,1,Lampe de bureau LED,Luminaires > Luminaires de bureau > Lampes de bureau LED,Lampe de bureau,,"Lampe de bureau LED moderne avec bras ajustable et surface de diffusion de lumière intégrée. Conçue pour offrir un éclairage pratique et efficace dans un espace de travail, cette lampe allie design contemporain et fonctionnalités ergonomiques. Elle est idéale pour positionner sur un bureau ou une table de travail, apportant une lumière claire et focalisée pour la lecture, l'écriture ou l'utilisation d'un ordinateur.","[""Noir""]","[{""x_min"":0.07,""y_min"":0.05,""x_max"":0.22,""y_max"":0.15,""confidence"":0.95}]","[{""x_min"":0.85,""y_min"":0.02,""x_max"":0.95,""y_max"":0.1,""confidence"":0.98}]",[],860s,Lampe de bureau LED 860s,,185.0,0.99,0.99
PHOTO-2026-06-08-16-18-45 2.json,1,1,Dessous-de-verre décoratif en métal doré et surface noire,Décoration,Décoration murale,Objets décoratifs,"Ce dessous-de-verre décoratif combine une structure en métal doré avec une surface noire finie d'un motif géométrique subtil. Son design élégant et sophistiqué en fait un accessoire idéal pour embellir une table ou un espace de détente. Facile à intégrer dans un intérieur contemporain ou classique, il apportera une touche de luxe et de raffinement. Parfait pour protéger vos surfaces tout en décorant avec style vos tables de salon, salle à manger ou coin café.","[""Noir"",""Doré""]","[{""x_min"":0.05,""y_min"":0.05,""x_max"":0.2,""y_max"":0.15,""confidence"":0.95},{""x_min"":0.25,""y_min"":0.05,""x_max"":0.4,""y_max"":0.15,""confidence"":0.95},{""x_min"":0.45,""y_min"":0.05,""x_max"":0.6,""y_max"":0.15,""confidence"":0.95}]",[],[],5880,Dessous-de-verre décoratif en métal doré et surface noire,,145.0,0.99,0.99
PHOTO-2026-06-08-16-18-45 3.json,1,1,Plateau décoratif en métal doré et surface noire effet marbre,Décoration,Objets décoratifs,,"Ce plateau décoratif se compose de trois niveaux reliés par une structure en métal doré avec finitions élégantes. Les surfaces supérieures sont en matériau noir à l'aspect marbre, apportant une touche sophistiquée et moderne. Conçu pour orner un espace de vie ou un coin de réception, il peut accueillir des objets décoratifs ou être utilisé comme centre de table. Son style contemporain et ses couleurs harmonieuses en font un élément essentiel pour rehausser l'ambiance intérieure dans un intérieur marocain chic.","[""Noir"",""Doré""]","[{""x_min"":0.017,""y_min"":0.422,""x_max"":0.153,""y_max"":0.491,""confidence"":0.95},{""x_min"":0.017,""y_min"":0.53,""x_max"":0.153,""y_max"":0.599,""confidence"":0.93},{""x_min"":0.017,""y_min"":0.612,""x_max"":0.153,""y_max"":0.687,""confidence"":0.92}]","[{""x_min"":0.806,""y_min"":0.032,""x_max"":0.896,""y_max"":0.132,""confidence"":0.98}]",[],5879,Plateau décoratif à trois niveaux en métal doré et surface noire effet marbre,,145.0,0.96,0.92
PHOTO-2026-06-08-16-18-45.json,1,1,Horloge murale design moderne avec miroir,Décoration,Horloges,,"Cette horloge murale au style contemporain allie fonctionnalité et esthétique avec son miroir doré encadrant un cadran clair. Son design élégant avec des chiffres noirs et un mécanisme silencieux en fait un choix idéal pour enrichir l'ambiance du salon, de la salle à manger ou de l'entrée. Facile à intégrer dans un intérieur moderne ou sophistiqué, elle apporte une touche de sophistication tout en assurant une lecture facile de l'heure.","[""Blanc"",""Noir"",""Orange""]","[{""x_min"":0.9,""y_min"":0.02,""x_max"":1.0,""y_max"":0.1,""confidence"":0.95}]","[{""x_min"":0.02,""y_min"":0.02,""x_max"":0.2,""y_max"":0.1,""confidence"":0.9}]",[],3349,Horloge murale design moderne avec miroir,50 cm,220.0,0.95,0.92
PHOTO-2026-06-08-16-18-46 2.json,1,1,Vases décoratifs en métal doré,Décoration > Objets décoratifs > Vases,,,"Set de trois vases décoratifs en métal doré avec un design géométrique antique et une finition brillante. Ces vases apportent une touche d'élégance et de sophistication à votre intérieur, parfaits pour décorer un salon, une salle à manger ou une entrée. Leur structure ouverte permet d'y disposer des fleurs ou des éléments décoratifs, créant une ambiance chaleureuse et moderne. Idéals pour compléter une décoration contemporaine ou élégante, ces vases peuvent être placés sur une table, une étagère ou un meuble d'appoint.","[""Jaune""]","[{""x_min"":0.07,""y_min"":0.05,""x_max"":0.23,""y_max"":0.11,""confidence"":0.9},{""x_min"":0.26,""y_min"":0.04,""x_max"":0.43,""y_max"":0.11,""confidence"":0.88},{""x_min"":0.47,""y_min"":0.03,""x_max"":0.62,""y_max"":0.11,""confidence"":0.85}]",[],[],2450,,,280.0,0.95,0.92
PHOTO-2026-06-08-16-18-46 2.json,1,2,Vases décoratifs en métal doré,Décoration > Objets décoratifs > Vases,,,"Set de trois vases décoratifs en métal doré avec un design géométrique antique et une finition brillante. Ces vases apportent une touche d'élégance et de sophistication à votre intérieur, parfaits pour décorer un salon, une salle à manger ou une entrée. Leur structure ouverte permet d'y disposer des fleurs ou des éléments décoratifs, créant une ambiance chaleureuse et moderne. Idéals pour compléter une décoration contemporaine ou élégante, ces vases peuvent être placés sur une table, une étagère ou un meuble d'appoint.","[""Jaune""]","[{""x_min"":0.07,""y_min"":0.05,""x_max"":0.23,""y_max"":0.11,""confidence"":0.9},{""x_min"":0.26,""y_min"":0.04,""x_max"":0.43,""y_max"":0.11,""confidence"":0.88},{""x_min"":0.47,""y_min"":0.03,""x_max"":0.62,""y_max"":0.11,""confidence"":0.85}]",[],[],2450/1,,,280.0,0.5,0.4
PHOTO-2026-06-08-16-18-46 2.json,1,3,Vases décoratifs en métal doré,Décoration > Objets décoratifs > Vases,,,"Set de trois vases décoratifs en métal doré avec un design géométrique antique et une finition brillante. Ces vases apportent une touche d'élégance et de sophistication à votre intérieur, parfaits pour décorer un salon, une salle à manger ou une entrée. Leur structure ouverte permet d'y disposer des fleurs ou des éléments décoratifs, créant une ambiance chaleureuse et moderne. Idéals pour compléter une décoration contemporaine ou élégante, ces vases peuvent être placés sur une table, une étagère ou un meuble d'appoint.","[""Jaune""]","[{""x_min"":0.07,""y_min"":0.05,""x_max"":0.23,""y_max"":0.11,""confidence"":0.9},{""x_min"":0.26,""y_min"":0.04,""x_max"":0.43,""y_max"":0.11,""confidence"":0.88},{""x_min"":0.47,""y_min"":0.03,""x_max"":0.62,""y_max"":0.11,""confidence"":0.85}]",[],[],2450/2,,,280.0,0.5,0.4
